Código IBGE;Município;Região Administrativa;Código RA;Código DRS;DRS;   Ano   ;Sexo;Idade;População
3546702;Santa Gertrudes;RA de Campinas;4;11;Piracicaba;2020;Homens;60 a 64;482
3546801;Santa Isabel;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;60 a 64;1.251
3546900;Santa Lúcia;RA Central;5;8;Araraquara;2020;Homens;60 a 64;210
3547007;Santa Maria da Serra;RA de Campinas;4;11;Piracicaba;2020;Homens;60 a 64;130
3547106;Santa Mercedes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;60 a 64;73
3547205;Santana da Ponte Pensa;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;52
3547304;Santana de Parnaíba;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;60 a 64;3.048
3547403;Santa Rita d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;94
3547502;Santa Rita do Passa Quatro;RA Central;5;1;Ribeirão Preto;2020;Homens;60 a 64;748
3547601;Santa Rosa de Viterbo;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;60 a 64;615
3547650;Santa Salete;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;48
3547700;Santo Anastácio;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;60 a 64;544
3547809;Santo André;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;60 a 64;17.395
3547908;Santo Antônio da Alegria;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;60 a 64;163
3548005;Santo Antônio de Posse;RA de Campinas;4;3;Campinas;2020;Homens;60 a 64;495
3548054;Santo Antônio do Aracanguá;RA de Araçatuba;1;7;Araçatuba;2020;Homens;60 a 64;203
3548104;Santo Antônio do Jardim;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;60 a 64;184
3548203;Santo Antônio do Pinhal;RA de São José dos Campos;15;17;Taubaté;2020;Homens;60 a 64;172
3548302;Santo Expedito;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;60 a 64;80
3548401;Santópolis do Aguapeí;RA de Araçatuba;1;7;Araçatuba;2020;Homens;60 a 64;120
3548500;Santos;RA de Santos;12;13;Baixada Santista;2020;Homens;60 a 64;11.344
3548609;São Bento do Sapucaí;RA de São José dos Campos;15;17;Taubaté;2020;Homens;60 a 64;299
3548708;São Bernardo do Campo;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;60 a 64;18.931
3548807;São Caetano do Sul;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;60 a 64;4.374
3548906;São Carlos;RA Central;5;8;Araraquara;2020;Homens;60 a 64;6.083
3549003;São Francisco;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;62
3549102;São João da Boa Vista;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;60 a 64;2.411
3549201;São João das Duas Pontes;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;66
3549250;São João de Iracema;RA de Araçatuba;1;15;São José do Rio Preto;2020;Homens;60 a 64;46
3549300;São João do Pau d'Alho;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;60 a 64;75
3549409;São Joaquim da Barra;RA de Franca;6;4;Franca;2020;Homens;60 a 64;1.212
3549508;São José da Bela Vista;RA de Franca;6;4;Franca;2020;Homens;60 a 64;171
3549607;São José do Barreiro;RA de São José dos Campos;15;17;Taubaté;2020;Homens;60 a 64;116
3549706;São José do Rio Pardo;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;60 a 64;1.458
3549805;São José do Rio Preto;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;11.213
3549904;São José dos Campos;RA de São José dos Campos;15;17;Taubaté;2020;Homens;60 a 64;16.609
3549953;São Lourenço da Serra;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;60 a 64;356
3550001;São Luiz do Paraitinga;RA de São José dos Campos;15;17;Taubaté;2020;Homens;60 a 64;300
3550100;São Manuel;RA de Sorocaba;13;12;Bauru;2020;Homens;60 a 64;918
3550209;São Miguel Arcanjo;RA de Sorocaba;13;6;Sorocaba;2020;Homens;60 a 64;725
3550308;São Paulo;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;60 a 64;259.875
3550407;São Pedro;RA de Campinas;4;11;Piracicaba;2020;Homens;60 a 64;790
3550506;São Pedro do Turvo;RA de Marília;8;5;Marília;2020;Homens;60 a 64;196
3550605;São Roque;RA de Sorocaba;13;6;Sorocaba;2020;Homens;60 a 64;2.193
3550704;São Sebastião;RA de São José dos Campos;15;17;Taubaté;2020;Homens;60 a 64;1.707
3550803;São Sebastião da Grama;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;60 a 64;342
3550902;São Simão;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;60 a 64;371
3551009;São Vicente;RA de Santos;12;13;Baixada Santista;2020;Homens;60 a 64;7.736
3551108;Sarapuí;RA de Sorocaba;13;6;Sorocaba;2020;Homens;60 a 64;222
3551207;Sarutaiá;RA de Itapeva;7;12;Bauru;2020;Homens;60 a 64;94
3551306;Sebastianópolis do Sul;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;123
3551405;Serra Azul;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;60 a 64;223
3551504;Serrana;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;60 a 64;886
3551603;Serra Negra;RA de Campinas;4;3;Campinas;2020;Homens;60 a 64;714
3551702;Sertãozinho;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;60 a 64;2.819
3551801;Sete Barras;RA de Registro;16;9;Registro;2020;Homens;60 a 64;316
3551900;Severínia;RA de Barretos;2;16;Barretos;2020;Homens;60 a 64;374
3552007;Silveiras;RA de São José dos Campos;15;17;Taubaté;2020;Homens;60 a 64;131
3552106;Socorro;RA de Campinas;4;3;Campinas;2020;Homens;60 a 64;1.089
3552205;Sorocaba;RA de Sorocaba;13;6;Sorocaba;2020;Homens;60 a 64;14.915
3552304;Sud Mennucci;RA de Araçatuba;1;7;Araçatuba;2020;Homens;60 a 64;217
3552403;Sumaré;RA de Campinas;4;3;Campinas;2020;Homens;60 a 64;5.838
3552502;Suzano;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;60 a 64;6.104
3552551;Suzanápolis;RA de Araçatuba;1;7;Araçatuba;2020;Homens;60 a 64;104
3552601;Tabapuã;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;318
3552700;Tabatinga;RA Central;5;8;Araraquara;2020;Homens;60 a 64;389
3552809;Taboão da Serra;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;60 a 64;5.275
3552908;Taciba;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;60 a 64;145
3553005;Taguaí;RA de Itapeva;7;12;Bauru;2020;Homens;60 a 64;279
3553104;Taiaçu;RA de Barretos;2;16;Barretos;2020;Homens;60 a 64;132
3553203;Taiúva;RA de Barretos;2;16;Barretos;2020;Homens;60 a 64;161
3553302;Tambaú;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;60 a 64;622
3553401;Tanabi;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;752
3553500;Tapiraí;RA de Sorocaba;13;6;Sorocaba;2020;Homens;60 a 64;164
3553609;Tapiratiba;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;60 a 64;373
3553658;Taquaral;RA de Ribeirão Preto;11;16;Barretos;2020;Homens;60 a 64;78
3553708;Taquaritinga;RA Central;5;8;Araraquara;2020;Homens;60 a 64;1.348
3553807;Taquarituba;RA de Itapeva;7;12;Bauru;2020;Homens;60 a 64;625
3553856;Taquarivaí;RA de Itapeva;7;6;Sorocaba;2020;Homens;60 a 64;124
3553906;Tarabai;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;60 a 64;150
3553955;Tarumã;RA de Marília;8;5;Marília;2020;Homens;60 a 64;314
3554003;Tatuí;RA de Sorocaba;13;6;Sorocaba;2020;Homens;60 a 64;2.600
3554102;Taubaté;RA de São José dos Campos;15;17;Taubaté;2020;Homens;60 a 64;7.087
3554201;Tejupá;RA de Itapeva;7;12;Bauru;2020;Homens;60 a 64;112
3554300;Teodoro Sampaio;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;60 a 64;466
3554409;Terra Roxa;RA de Barretos;2;16;Barretos;2020;Homens;60 a 64;251
3554508;Tietê;RA de Sorocaba;13;6;Sorocaba;2020;Homens;60 a 64;972
3554607;Timburi;RA de Marília;8;5;Marília;2020;Homens;60 a 64;95
3554656;Torre de Pedra;RA de Sorocaba;13;12;Bauru;2020;Homens;60 a 64;60
3554706;Torrinha;RA de Campinas;4;12;Bauru;2020;Homens;60 a 64;270
3554755;Trabiju;RA Central;5;8;Araraquara;2020;Homens;60 a 64;39
3554805;Tremembé;RA de São José dos Campos;15;17;Taubaté;2020;Homens;60 a 64;1.032
3554904;Três Fronteiras;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;156
3554953;Tuiuti;RA de Campinas;4;3;Campinas;2020;Homens;60 a 64;185
3555000;Tupã;RA de Marília;8;5;Marília;2020;Homens;60 a 64;1.689
3555109;Tupi Paulista;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;60 a 64;437
3555208;Turiúba;RA de Araçatuba;1;7;Araçatuba;2020;Homens;60 a 64;63
3555307;Turmalina;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;80
3555356;Ubarana;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;126
3555406;Ubatuba;RA de São José dos Campos;15;17;Taubaté;2020;Homens;60 a 64;1.873
3555505;Ubirajara;RA de Bauru;3;5;Marília;2020;Homens;60 a 64;134
3555604;Uchoa;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;287
3555703;União Paulista;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;39
3555802;Urânia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;284
3555901;Uru;RA de Bauru;3;12;Bauru;2020;Homens;60 a 64;41
3556008;Urupês;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;378
3556107;Valentim Gentil;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;342
3556206;Valinhos;RA de Campinas;4;3;Campinas;2020;Homens;60 a 64;3.160
3556305;Valparaíso;RA de Araçatuba;1;7;Araçatuba;2020;Homens;60 a 64;497
3556354;Vargem;RA de Campinas;4;3;Campinas;2020;Homens;60 a 64;224
3556404;Vargem Grande do Sul;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;60 a 64;1.069
3556453;Vargem Grande Paulista;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;60 a 64;1.019
3556503;Várzea Paulista;RA de Campinas;4;3;Campinas;2020;Homens;60 a 64;2.749
3556602;Vera Cruz;RA de Marília;8;5;Marília;2020;Homens;60 a 64;270
3556701;Vinhedo;RA de Campinas;4;3;Campinas;2020;Homens;60 a 64;1.811
3556800;Viradouro;RA de Barretos;2;16;Barretos;2020;Homens;60 a 64;445
3556909;Vista Alegre do Alto;RA de Barretos;2;16;Barretos;2020;Homens;60 a 64;183
3556958;Vitória Brasil;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;46
3557006;Votorantim;RA de Sorocaba;13;6;Sorocaba;2020;Homens;60 a 64;2.668
3557105;Votuporanga;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;2.425
3557154;Zacarias;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;60 a 64;72
3557204;Chavantes;RA de Marília;8;5;Marília;2020;Homens;60 a 64;300
3557303;Estiva Gerbi;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;60 a 64;287
3500105;Adamantina;RA de Presidente Prudente;9;5;Marília;2020;Homens;65 a 69;773
3500204;Adolfo;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;65 a 69;88
3500303;Aguaí;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;65 a 69;615
3500402;Águas da Prata;RA de Campinas;4;14;São João da Boa Vista;2020;Homens;65 a 69;189
3500501;Águas de Lindóia;RA de Campinas;4;3;Campinas;2020;Homens;65 a 69;349
3500550;Águas de Santa Bárbara;RA de Sorocaba;13;12;Bauru;2020;Homens;65 a 69;119
3500600;Águas de São Pedro;RA de Campinas;4;11;Piracicaba;2020;Homens;65 a 69;66
3500709;Agudos;RA de Bauru;3;12;Bauru;2020;Homens;65 a 69;698
3500758;Alambari;RA de Sorocaba;13;6;Sorocaba;2020;Homens;65 a 69;101
3500808;Alfredo Marcondes;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;65 a 69;92
3500907;Altair;RA de Barretos;2;16;Barretos;2020;Homens;65 a 69;71
3501004;Altinópolis;RA de Ribeirão Preto;11;1;Ribeirão Preto;2020;Homens;65 a 69;383
3501103;Alto Alegre;RA de Araçatuba;1;7;Araçatuba;2020;Homens;65 a 69;123
3501152;Alumínio;RA de Sorocaba;13;6;Sorocaba;2020;Homens;65 a 69;272
3501202;Álvares Florence;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;65 a 69;115
3501301;Álvares Machado;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;65 a 69;452
3501400;Álvaro de Carvalho;RA de Marília;8;5;Marília;2020;Homens;65 a 69;69
3501509;Alvinlândia;RA de Marília;8;5;Marília;2020;Homens;65 a 69;54
3501608;Americana;RA de Campinas;4;3;Campinas;2020;Homens;65 a 69;4.676
3501707;Américo Brasiliense;RA Central;5;8;Araraquara;2020;Homens;65 a 69;585
3501806;Américo de Campos;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;65 a 69;131
3501905;Amparo;RA de Campinas;4;3;Campinas;2020;Homens;65 a 69;1.449
3502002;Analândia;RA de Campinas;4;11;Piracicaba;2020;Homens;65 a 69;94
3502101;Andradina;RA de Araçatuba;1;7;Araçatuba;2020;Homens;65 a 69;1.080
3502200;Angatuba;RA de Itapeva;7;6;Sorocaba;2020;Homens;65 a 69;477
3502309;Anhembi;RA de Sorocaba;13;12;Bauru;2020;Homens;65 a 69;116
3502408;Anhumas;RA de Presidente Prudente;9;2;Presidente Prudente;2020;Homens;65 a 69;72
3502507;Aparecida;RA de São José dos Campos;15;17;Taubaté;2020;Homens;65 a 69;641
3502606;Aparecida d'Oeste;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;65 a 69;123
3502705;Apiaí;RA de Itapeva;7;6;Sorocaba;2020;Homens;65 a 69;462
3502754;Araçariguama;RA de Sorocaba;13;6;Sorocaba;2020;Homens;65 a 69;268
3502804;Araçatuba;RA de Araçatuba;1;7;Araçatuba;2020;Homens;65 a 69;3.839
3502903;Araçoiaba da Serra;RA de Sorocaba;13;6;Sorocaba;2020;Homens;65 a 69;636
3503000;Aramina;RA de Franca;6;4;Franca;2020;Homens;65 a 69;101
3503109;Arandu;RA de Itapeva;7;12;Bauru;2020;Homens;65 a 69;130
3503158;Arapeí;RA de São José dos Campos;15;17;Taubaté;2020;Homens;65 a 69;47
3503208;Araraquara;RA Central;5;8;Araraquara;2020;Homens;65 a 69;4.434
3503307;Araras;RA de Campinas;4;11;Piracicaba;2020;Homens;65 a 69;2.449
3503356;Arco-Íris;RA de Marília;8;5;Marília;2020;Homens;65 a 69;43
3503406;Arealva;RA de Bauru;3;12;Bauru;2020;Homens;65 a 69;195
3503505;Areias;RA de São José dos Campos;15;17;Taubaté;2020;Homens;65 a 69;66
3503604;Areiópolis;RA de Sorocaba;13;12;Bauru;2020;Homens;65 a 69;153
3503703;Ariranha;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;65 a 69;175
3503802;Artur Nogueira;RA de Campinas;4;3;Campinas;2020;Homens;65 a 69;805
3503901;Arujá;RM de São Paulo;10;10;Grande São Paulo;2020;Homens;65 a 69;1.430
3503950;Aspásia;RA de São José do Rio Preto;14;15;São José do Rio Preto;2020;Homens;65 a 69;44
3504008;Assis;RA de Marília;8;5;Marília;2020;Homens;65 a 69;1.996
3504107;Atibaia;RA de Campinas;4;3;Campinas;2020;Homens;65 a 69;2.461
