"Localidades";"Períodos";"População ";"População Masculina ";"População Feminina ";"Razão de Sexos ";"População Urbana ";"População Rural ";"Grau de Urbanização (Em %)";"Cód. IBGE"
"Altinópolis";"2020";"15553";"7735";"7818";"98,94";"14272";"1281";"91,76";3501004
"Alto Alegre";"2016";"4057";"2077";"1980";"104,9";"3356";"701";"82,72";3501103
"Alto Alegre";"2017";"4047";"2071";"1976";"104,81";"3372";"675";"83,32";3501103
"Alto Alegre";"2018";"4037";"2064";"1973";"104,61";"3386";"651";"83,87";3501103
"Alto Alegre";"2019";"4027";"2058";"1969";"104,52";"3400";"627";"84,43";3501103
"Alto Alegre";"2020";"4017";"2052";"1965";"104,43";"3412";"605";"84,94";3501103
"Alumínio";"2016";"17525";"8818";"8707";"101,27";"14698";"2827";"83,87";3501152
"Alumínio";"2017";"17636";"8869";"8767";"101,16";"14791";"2845";"83,87";3501152
"Alumínio";"2018";"17747";"8920";"8827";"101,05";"14885";"2862";"83,87";3501152
"Alumínio";"2019";"17859";"8971";"8888";"100,93";"14978";"2881";"83,87";3501152
"Alumínio";"2020";"17972";"9023";"8949";"100,83";"15073";"2899";"83,87";3501152
"Álvares Florence";"2016";"3727";"1897";"1830";"103,66";"2662";"1065";"71,42";3501202
"Álvares Florence";"2017";"3700";"1881";"1819";"103,41";"2663";"1037";"71,97";3501202
"Álvares Florence";"2018";"3673";"1864";"1809";"103,04";"2663";"1010";"72,5";3501202
"Álvares Florence";"2019";"3647";"1848";"1799";"102,72";"2663";"984";"73,02";3501202
"Álvares Florence";"2020";"3621";"1832";"1789";"102,4";"2663";"958";"73,54";3501202
"Álvares Machado";"2016";"23639";"11644";"11995";"97,07";"21474";"2165";"90,84";3501301
"Álvares Machado";"2017";"23677";"11654";"12023";"96,93";"21536";"2141";"90,96";3501301
"Álvares Machado";"2018";"23714";"11664";"12050";"96,8";"21597";"2117";"91,07";3501301
"Álvares Machado";"2019";"23751";"11674";"12077";"96,66";"21658";"2093";"91,19";3501301
"Álvares Machado";"2020";"23789";"11684";"12105";"96,52";"21720";"2069";"91,3";3501301
"Álvaro de Carvalho";"2016";"4883";"3067";"1816";"168,89";"3216";"1667";"65,86";3501400
"Álvaro de Carvalho";"2017";"4922";"3085";"1837";"167,94";"3261";"1661";"66,25";3501400
"Álvaro de Carvalho";"2018";"4962";"3104";"1858";"167,06";"3307";"1655";"66,65";3501400
"Álvaro de Carvalho";"2019";"5003";"3123";"1880";"166,12";"3353";"1650";"67,02";3501400
"Álvaro de Carvalho";"2020";"5044";"3142";"1902";"165,19";"3400";"1644";"67,41";3501400
"Alvinlândia";"2016";"3109";"1533";"1576";"97,27";"2841";"268";"91,38";3501509
"Alvinlândia";"2017";"3126";"1541";"1585";"97,22";"2864";"262";"91,62";3501509
"Alvinlândia";"2018";"3142";"1549";"1593";"97,24";"2885";"257";"91,82";3501509
"Alvinlândia";"2019";"3160";"1558";"1602";"97,25";"2908";"252";"92,03";3501509
"Alvinlândia";"2020";"3176";"1566";"1610";"97,27";"2929";"247";"92,22";3501509
"Americana";"2016";"225183";"110185";"114998";"95,81";"224131";"1052";"99,53";3501608
"Americana";"2017";"227223";"111166";"116057";"95,79";"226162";"1061";"99,53";3501608
"Americana";"2018";"229283";"112157";"117126";"95,76";"228212";"1071";"99,53";3501608
"Americana";"2019";"231361";"113156";"118205";"95,73";"230280";"1081";"99,53";3501608
"Americana";"2020";"233458";"114164";"119294";"95,7";"232367";"1091";"99,53";3501608
"Américo Brasiliense";"2016";"38030";"19045";"18985";"100,32";"37742";"288";"99,24";3501707
"Américo Brasiliense";"2017";"38572";"19305";"19267";"100,2";"38280";"292";"99,24";3501707
"Américo Brasiliense";"2018";"39121";"19568";"19553";"100,08";"38825";"296";"99,24";3501707
"Américo Brasiliense";"2019";"39678";"19835";"19843";"99,96";"39378";"300";"99,24";3501707
"Américo Brasiliense";"2020";"40243";"20106";"20137";"99,85";"39938";"305";"99,24";3501707
"Américo de Campos";"2016";"5732";"2868";"2864";"100,14";"4947";"785";"86,3";3501806
"Américo de Campos";"2017";"5733";"2867";"2866";"100,03";"4968";"765";"86,66";3501806
"Américo de Campos";"2018";"5734";"2867";"2867";"100";"4988";"746";"86,99";3501806
"Américo de Campos";"2019";"5735";"2866";"2869";"99,9";"5007";"728";"87,31";3501806
"Américo de Campos";"2020";"5736";"2865";"2871";"99,79";"5025";"711";"87,6";3501806
"Amparo";"2016";"68260";"33559";"34701";"96,71";"56082";"12178";"82,16";3501905
"Amparo";"2017";"68602";"33715";"34887";"96,64";"56723";"11879";"82,68";3501905
"Amparo";"2018";"68945";"33872";"35073";"96,58";"57360";"11585";"83,2";3501905
"Amparo";"2019";"69291";"34030";"35261";"96,51";"57992";"11299";"83,69";3501905
"Amparo";"2020";"69639";"34189";"35450";"96,44";"58620";"11019";"84,18";3501905
"Analândia";"2016";"4643";"2375";"2268";"104,72";"3815";"828";"82,17";3502002
"Analândia";"2017";"4694";"2400";"2294";"104,62";"3877";"817";"82,59";3502002
"Analândia";"2018";"4746";"2425";"2321";"104,48";"3940";"806";"83,02";3502002
"Analândia";"2019";"4798";"2450";"2348";"104,34";"4003";"795";"83,43";3502002
"Analândia";"2020";"4850";"2475";"2375";"104,21";"4065";"785";"83,81";3502002
"Andradina";"2016";"55831";"27362";"28469";"96,11";"52446";"3385";"93,94";3502101
"Andradina";"2017";"55886";"27382";"28504";"96,06";"52550";"3336";"94,03";3502101
"Andradina";"2018";"55943";"27403";"28540";"96,02";"52654";"3289";"94,12";3502101
"Andradina";"2019";"55998";"27423";"28575";"95,97";"52755";"3243";"94,21";3502101
"Andradina";"2020";"56054";"27443";"28611";"95,92";"52856";"3198";"94,29";3502101
"Angatuba";"2016";"23586";"11879";"11707";"101,47";"17372";"6214";"73,65";3502200
"Angatuba";"2017";"23811";"11983";"11828";"101,31";"17608";"6203";"73,95";3502200
"Angatuba";"2018";"24038";"12088";"11950";"101,15";"17846";"6192";"74,24";3502200
"Angatuba";"2019";"24269";"12195";"12074";"101";"18089";"6180";"74,54";3502200
"Angatuba";"2020";"24501";"12302";"12199";"100,84";"18333";"6168";"74,83";3502200
"Anhembi";"2016";"6269";"3204";"3065";"104,54";"4860";"1409";"77,52";3502309
"Anhembi";"2017";"6367";"3251";"3116";"104,33";"4956";"1411";"77,84";3502309
"Anhembi";"2018";"6467";"3299";"3168";"104,14";"5054";"1413";"78,15";3502309
"Anhembi";"2019";"6568";"3348";"3220";"103,98";"5154";"1414";"78,47";3502309
"Anhembi";"2020";"6672";"3398";"3274";"103,79";"5256";"1416";"78,78";3502309
"Anhumas";"2016";"3877";"1930";"1947";"99,13";"3320";"557";"85,63";3502408
"Anhumas";"2017";"3898";"1940";"1958";"99,08";"3360";"538";"86,2";3502408
"Anhumas";"2018";"3919";"1950";"1969";"99,04";"3399";"520";"86,73";3502408
"Anhumas";"2019";"3942";"1961";"1981";"98,99";"3439";"503";"87,24";3502408
"Anhumas";"2020";"3963";"1971";"1992";"98,95";"3477";"486";"87,74";3502408
"Aparecida";"2016";"35432";"17070";"18362";"92,96";"34917";"515";"98,55";3502507
"Aparecida";"2017";"35501";"17099";"18402";"92,92";"34985";"516";"98,55";3502507
"Aparecida";"2018";"35570";"17128";"18442";"92,87";"35053";"517";"98,55";3502507
"Aparecida";"2019";"35640";"17158";"18482";"92,84";"35122";"518";"98,55";3502507
"Aparecida";"2020";"35709";"17187";"18522";"92,79";"35190";"519";"98,55";3502507
"Aparecida d'Oeste";"2016";"4253";"2066";"2187";"94,47";"3622";"631";"85,16";3502606
"Aparecida d'Oeste";"2017";"4222";"2049";"2173";"94,29";"3615";"607";"85,62";3502606
"Aparecida d'Oeste";"2018";"4192";"2033";"2159";"94,16";"3607";"585";"86,04";3502606
"Aparecida d'Oeste";"2019";"4162";"2017";"2145";"94,03";"3599";"563";"86,47";3502606
"Aparecida d'Oeste";"2020";"4132";"2001";"2131";"93,9";"3589";"543";"86,86";3502606
"Apiaí";"2016";"24695";"12321";"12374";"99,57";"19228";"5467";"77,86";3502705
"Apiaí";"2017";"24688";"12315";"12373";"99,53";"19430";"5258";"78,7";3502705
"Apiaí";"2018";"24681";"12310";"12371";"99,51";"19625";"5056";"79,51";3502705
"Apiaí";"2019";"24674";"12304";"12370";"99,47";"19813";"4861";"80,3";3502705
"Apiaí";"2020";"24666";"12298";"12368";"99,43";"19995";"4671";"81,06";3502705
"Aramina";"2016";"5371";"2685";"2686";"99,96";"5127";"244";"95,46";3503000
"Aramina";"2017";"5402";"2699";"2703";"99,85";"5169";"233";"95,69";3503000
"Aramina";"2018";"5433";"2713";"2720";"99,74";"5211";"222";"95,91";3503000
"Aramina";"2019";"5465";"2727";"2738";"99,6";"5253";"212";"96,12";3503000
"Aramina";"2020";"5496";"2741";"2755";"99,49";"5293";"203";"96,31";3503000
"Arandu";"2016";"6144";"3092";"3052";"101,31";"4908";"1236";"79,88";3503109
"Arandu";"2017";"6149";"3094";"3055";"101,28";"4954";"1195";"80,57";3503109
"Arandu";"2018";"6154";"3095";"3059";"101,18";"4999";"1155";"81,23";3503109
"Arandu";"2019";"6159";"3097";"3062";"101,14";"5043";"1116";"81,88";3503109
"Arandu";"2020";"6165";"3099";"3066";"101,08";"5087";"1078";"82,51";3503109
"Arapeí";"2016";"2471";"1240";"1231";"100,73";"1896";"575";"76,73";3503158
"Arapeí";"2017";"2472";"1239";"1233";"100,49";"1903";"569";"76,98";3503158
"Arapeí";"2018";"2471";"1237";"1234";"100,24";"1908";"563";"77,22";3503158
"Arapeí";"2019";"2472";"1236";"1236";"100";"1914";"558";"77,43";3503158
"Arapeí";"2020";"2471";"1234";"1237";"99,76";"1920";"551";"77,7";3503158
"Araraquara";"2016";"221205";"106715";"114490";"93,21";"214916";"6289";"97,16";3503208
"Araraquara";"2017";"222791";"107482";"115309";"93,21";"216457";"6334";"97,16";3503208
"Araraquara";"2018";"224389";"108255";"116134";"93,22";"218010";"6379";"97,16";3503208
"Araraquara";"2019";"225997";"109032";"116965";"93,22";"219572";"6425";"97,16";3503208
"Araraquara";"2020";"227618";"109815";"117803";"93,22";"221147";"6471";"97,16";3503208
"Araras";"2016";"126338";"62182";"64156";"96,92";"119997";"6341";"94,98";3503307
"Araras";"2017";"127501";"62723";"64778";"96,83";"121175";"6326";"95,04";3503307
"Araras";"2018";"128676";"63269";"65407";"96,73";"122364";"6312";"95,09";3503307
"Araras";"2019";"129861";"63820";"66041";"96,64";"123563";"6298";"95,15";3503307
"Araras";"2020";"131057";"64375";"66682";"96,54";"124772";"6285";"95,2";3503307
"Araçariguama";"2016";"19493";"9884";"9609";"102,86";"19493";"-";"100";3502754
"Araçariguama";"2017";"19855";"10061";"9794";"102,73";"19855";"-";"100";3502754
"Araçariguama";"2018";"20223";"10241";"9982";"102,59";"20223";"-";"100";3502754
"Araçariguama";"2019";"20598";"10424";"10174";"102,46";"20598";"-";"100";3502754
"Araçariguama";"2020";"20980";"10611";"10369";"102,33";"20980";"-";"100";3502754
"Araçatuba";"2016";"187313";"89919";"97394";"92,32";"183700";"3613";"98,07";3502804
"Araçatuba";"2017";"188097";"90277";"97820";"92,29";"184469";"3628";"98,07";3502804
"Araçatuba";"2018";"188884";"90636";"98248";"92,25";"185241";"3643";"98,07";3502804
"Araçatuba";"2019";"189674";"90997";"98677";"92,22";"186016";"3658";"98,07";3502804
"Araçatuba";"2020";"190469";"91360";"99109";"92,18";"186796";"3673";"98,07";3502804
"Araçoiaba da Serra";"2016";"30388";"15069";"15319";"98,37";"20887";"9501";"68,73";3502903
"Araçoiaba da Serra";"2017";"30876";"15299";"15577";"98,22";"21223";"9653";"68,74";3502903
"Araçoiaba da Serra";"2018";"31373";"15533";"15840";"98,06";"21564";"9809";"68,73";3502903
"Araçoiaba da Serra";"2019";"31878";"15771";"16107";"97,91";"21911";"9967";"68,73";3502903
"Araçoiaba da Serra";"2020";"32390";"16012";"16378";"97,77";"22263";"10127";"68,73";3502903
"Arco-Íris";"2016";"1849";"926";"923";"100,33";"1134";"715";"61,33";3503356
"Arco-Íris";"2017";"1841";"921";"920";"100,11";"1143";"698";"62,09";3503356
"Arco-Íris";"2018";"1832";"916";"916";"100";"1150";"682";"62,77";3503356
"Arco-Íris";"2019";"1824";"911";"913";"99,78";"1157";"667";"63,43";3503356
"Arco-Íris";"2020";"1816";"906";"910";"99,56";"1165";"651";"64,15";3503356
"Arealva";"2016";"8060";"4072";"3988";"102,11";"6608";"1452";"81,99";3503406
"Arealva";"2017";"8094";"4084";"4010";"101,85";"6675";"1419";"82,47";3503406
"Arealva";"2018";"8127";"4096";"4031";"101,61";"6741";"1386";"82,95";3503406
"Arealva";"2019";"8162";"4109";"4053";"101,38";"6809";"1353";"83,42";3503406
"Arealva";"2020";"8196";"4121";"4075";"101,13";"6875";"1321";"83,88";3503406
"Areias";"2016";"3772";"1867";"1905";"98,01";"2529";"1243";"67,05";3503505
"Areias";"2017";"3789";"1875";"1914";"97,96";"2540";"1249";"67,04";3503505
"Areias";"2018";"3807";"1884";"1923";"97,97";"2552";"1255";"67,03";3503505
"Areias";"2019";"3825";"1892";"1933";"97,88";"2564";"1261";"67,03";3503505
"Areias";"2020";"3843";"1901";"1942";"97,89";"2577";"1266";"67,06";3503505
"Areiópolis";"2016";"10719";"5500";"5219";"105,38";"9791";"928";"91,34";3503604
"Areiópolis";"2017";"10753";"5514";"5239";"105,25";"9861";"892";"91,7";3503604
"Areiópolis";"2018";"10788";"5529";"5259";"105,13";"9929";"859";"92,04";3503604
"Areiópolis";"2019";"10822";"5543";"5279";"105";"9996";"826";"92,37";3503604
"Areiópolis";"2020";"10857";"5558";"5299";"104,89";"10062";"795";"92,68";3503604
"Ariranha";"2016";"9025";"4580";"4445";"103,04";"8547";"478";"94,7";3503703
"Ariranha";"2017";"9098";"4613";"4485";"102,85";"8616";"482";"94,7";3503703
"Ariranha";"2018";"9171";"4646";"4525";"102,67";"8685";"486";"94,7";3503703
"Ariranha";"2019";"9245";"4680";"4565";"102,52";"8755";"490";"94,7";3503703
"Ariranha";"2020";"9320";"4714";"4606";"102,34";"8826";"494";"94,7";3503703
"Artur Nogueira";"2016";"49620";"24693";"24927";"99,06";"44926";"4694";"90,54";3503802
"Artur Nogueira";"2017";"50351";"25042";"25309";"98,95";"45588";"4763";"90,54";3503802
"Artur Nogueira";"2018";"51092";"25396";"25696";"98,83";"46259";"4833";"90,54";3503802
"Artur Nogueira";"2019";"51846";"25756";"26090";"98,72";"46942";"4904";"90,54";3503802
"Artur Nogueira";"2020";"52609";"26120";"26489";"98,61";"47632";"4977";"90,54";3503802
"Arujá";"2016";"83849";"41346";"42503";"97,28";"80655";"3194";"96,19";3503901
"Arujá";"2017";"85286";"42053";"43233";"97,27";"82062";"3224";"96,22";3503901
"Arujá";"2018";"86746";"42771";"43975";"97,26";"83492";"3254";"96,25";3503901
"Arujá";"2019";"88232";"43502";"44730";"97,25";"84948";"3284";"96,28";3503901
"Arujá";"2020";"89744";"44246";"45498";"97,25";"86429";"3315";"96,31";3503901
"Aspásia";"2016";"1782";"892";"890";"100,22";"1298";"484";"72,84";3503950
"Aspásia";"2017";"1777";"889";"888";"100,11";"1304";"473";"73,38";3503950
"Aspásia";"2018";"1774";"887";"887";"100";"1311";"463";"73,9";3503950
"Aspásia";"2019";"1769";"884";"885";"99,89";"1316";"453";"74,39";3503950
"Aspásia";"2020";"1765";"882";"883";"99,89";"1322";"443";"74,9";3503950
"Assis";"2016";"99001";"48192";"50809";"94,85";"94680";"4321";"95,64";3504008
"Assis";"2017";"99591";"48483";"51108";"94,86";"95244";"4347";"95,64";3504008
"Assis";"2018";"100184";"48775";"51409";"94,88";"95811";"4373";"95,64";3504008
"Assis";"2019";"100781";"49069";"51712";"94,89";"96382";"4399";"95,64";3504008
"Assis";"2020";"101381";"49365";"52016";"94,9";"96956";"4425";"95,64";3504008
"Atibaia";"2016";"134652";"66064";"68588";"96,32";"124870";"9782";"92,74";3504107
"Atibaia";"2017";"135875";"66650";"69225";"96,28";"126339";"9536";"92,98";3504107
"Atibaia";"2018";"137107";"67240";"69867";"96,24";"127809";"9298";"93,22";3504107
"Atibaia";"2019";"138351";"67836";"70515";"96,2";"129281";"9070";"93,44";3504107
"Atibaia";"2020";"139606";"68437";"71169";"96,16";"130756";"8850";"93,66";3504107
"Auriflama";"2016";"14387";"7159";"7228";"99,05";"13324";"1063";"92,61";3504206
"Auriflama";"2017";"14408";"7164";"7244";"98,9";"13374";"1034";"92,82";3504206
"Auriflama";"2018";"14429";"7170";"7259";"98,77";"13422";"1007";"93,02";3504206
"Auriflama";"2019";"14450";"7175";"7275";"98,63";"13470";"980";"93,22";3504206
"Auriflama";"2020";"14471";"7181";"7290";"98,5";"13517";"954";"93,41";3504206
"Avaí";"2016";"5158";"2589";"2569";"100,78";"3464";"1694";"67,16";3504305
"Avaí";"2017";"5191";"2603";"2588";"100,58";"3486";"1705";"67,15";3504305
"Avaí";"2018";"5223";"2616";"2607";"100,35";"3507";"1716";"67,15";3504305
"Avaí";"2019";"5255";"2629";"2626";"100,11";"3529";"1726";"67,16";3504305
"Avaí";"2020";"5288";"2643";"2645";"99,92";"3551";"1737";"67,15";3504305
"Avanhandava";"2016";"11787";"6475";"5312";"121,89";"9966";"1821";"84,55";3504404
"Avanhandava";"2017";"11867";"6515";"5352";"121,73";"10034";"1833";"84,55";3504404
"Avanhandava";"2018";"11949";"6555";"5394";"121,52";"10103";"1846";"84,55";3504404
"Avanhandava";"2019";"12030";"6595";"5435";"121,34";"10172";"1858";"84,56";3504404
"Avanhandava";"2020";"12114";"6637";"5477";"121,18";"10243";"1871";"84,56";3504404
"Avaré";"2016";"85810";"42503";"43307";"98,14";"82585";"3225";"96,24";3504503
"Avaré";"2017";"86238";"42709";"43529";"98,12";"83064";"3174";"96,32";3504503
"Avaré";"2018";"86669";"42917";"43752";"98,09";"83545";"3124";"96,4";3504503
"Avaré";"2019";"87102";"43125";"43977";"98,06";"84026";"3076";"96,47";3504503
"Avaré";"2020";"87538";"43336";"44202";"98,04";"84509";"3029";"96,54";3504503
"Bady Bassitt";"2016";"15750";"7821";"7929";"98,64";"14781";"969";"93,85";3504602
"Bady Bassitt";"2017";"15893";"7892";"8001";"98,64";"14918";"975";"93,87";3504602
"Bady Bassitt";"2018";"16037";"7964";"8073";"98,65";"15056";"981";"93,88";3504602
"Bady Bassitt";"2019";"16182";"8036";"8146";"98,65";"15194";"988";"93,89";3504602
"Bady Bassitt";"2020";"16329";"8109";"8220";"98,65";"15333";"996";"93,9";3504602
"Balbinos";"2016";"3695";"2976";"719";"413,91";"1189";"2506";"32,18";3504701
"Balbinos";"2017";"3698";"2977";"721";"412,9";"1190";"2508";"32,18";3504701
"Balbinos";"2018";"3699";"2977";"722";"412,33";"1190";"2509";"32,17";3504701
"Balbinos";"2019";"3702";"2978";"724";"411,33";"1191";"2511";"32,17";3504701
"Balbinos";"2020";"3704";"2978";"726";"410,19";"1191";"2513";"32,15";3504701
"Bálsamo";"2016";"8397";"4096";"4301";"95,23";"7793";"604";"92,81";3504800
"Bálsamo";"2017";"8429";"4110";"4319";"95,16";"7833";"596";"92,93";3504800
"Bálsamo";"2018";"8460";"4123";"4337";"95,07";"7872";"588";"93,05";3504800
"Bálsamo";"2019";"8493";"4137";"4356";"94,97";"7911";"582";"93,15";3504800
"Bálsamo";"2020";"8524";"4150";"4374";"94,88";"7948";"576";"93,24";3504800
"Bananal";"2016";"10468";"5164";"5304";"97,36";"8659";"1809";"82,72";3504909
"Bananal";"2017";"10514";"5186";"5328";"97,33";"8744";"1770";"83,17";3504909
"Bananal";"2018";"10560";"5208";"5352";"97,31";"8828";"1732";"83,6";3504909
"Bananal";"2019";"10605";"5229";"5376";"97,27";"8911";"1694";"84,03";3504909
"Bananal";"2020";"10651";"5251";"5400";"97,24";"8994";"1657";"84,44";3504909
"Barão de Antonina";"2016";"3274";"1661";"1613";"102,98";"2056";"1218";"62,8";3505005
"Barão de Antonina";"2017";"3301";"1673";"1628";"102,76";"2081";"1220";"63,04";3505005
"Barão de Antonina";"2018";"3328";"1685";"1643";"102,56";"2106";"1222";"63,28";3505005
"Barão de Antonina";"2019";"3356";"1698";"1658";"102,41";"2131";"1225";"63,5";3505005
"Barão de Antonina";"2020";"3383";"1710";"1673";"102,21";"2156";"1227";"63,73";3505005
"Barbosa";"2016";"7002";"3514";"3488";"100,75";"5962";"1040";"85,15";3505104
"Barbosa";"2017";"7072";"3548";"3524";"100,68";"6029";"1043";"85,25";3505104
"Barbosa";"2018";"7142";"3582";"3560";"100,62";"6095";"1047";"85,34";3505104
"Barbosa";"2019";"7212";"3616";"3596";"100,56";"6162";"1050";"85,44";3505104
"Barbosa";"2020";"7284";"3651";"3633";"100,5";"6230";"1054";"85,53";3505104
"Bariri";"2016";"33093";"16522";"16571";"99,7";"31728";"1365";"95,88";3505203
"Bariri";"2017";"33315";"16626";"16689";"99,62";"31986";"1329";"96,01";3505203
"Bariri";"2018";"33540";"16732";"16808";"99,55";"32246";"1294";"96,14";3505203
"Bariri";"2019";"33765";"16837";"16928";"99,46";"32503";"1262";"96,26";3505203
"Bariri";"2020";"33993";"16944";"17049";"99,38";"32762";"1231";"96,38";3505203
"Barra Bonita";"2016";"35029";"17100";"17929";"95,38";"34355";"674";"98,08";3505302
"Barra Bonita";"2017";"35001";"17078";"17923";"95,29";"34335";"666";"98,1";3505302
"Barra Bonita";"2018";"34971";"17055";"17916";"95,19";"34312";"659";"98,12";3505302
"Barra Bonita";"2019";"34943";"17033";"17910";"95,1";"34291";"652";"98,13";3505302
"Barra Bonita";"2020";"34914";"17011";"17903";"95,02";"34268";"646";"98,15";3505302
"Barra do Chapéu";"2016";"5409";"2835";"2574";"110,14";"1593";"3816";"29,45";3505351
"Barra do Chapéu";"2017";"5439";"2848";"2591";"109,92";"1601";"3838";"29,44";3505351
"Barra do Chapéu";"2018";"5470";"2861";"2609";"109,66";"1611";"3859";"29,45";3505351
"Barra do Chapéu";"2019";"5499";"2873";"2626";"109,41";"1619";"3880";"29,44";3505351
"Barra do Chapéu";"2020";"5530";"2886";"2644";"109,15";"1628";"3902";"29,44";3505351
"Barra do Turvo";"2016";"7665";"3981";"3684";"108,06";"3408";"4257";"44,46";3505401
"Barra do Turvo";"2017";"7670";"3978";"3692";"107,75";"3453";"4217";"45,02";3505401
"Barra do Turvo";"2018";"7676";"3976";"3700";"107,46";"3499";"4177";"45,58";3505401
"Barra do Turvo";"2019";"7681";"3973";"3708";"107,15";"3545";"4136";"46,15";3505401
"Barra do Turvo";"2020";"7687";"3971";"3716";"106,86";"3591";"4096";"46,72";3505401
"Barretos";"2016";"115907";"56027";"59880";"93,57";"112376";"3531";"96,95";3505500
"Barretos";"2017";"116439";"56290";"60149";"93,58";"112892";"3547";"96,95";3505500
"Barretos";"2018";"116973";"56554";"60419";"93,6";"113410";"3563";"96,95";3505500
"Barretos";"2019";"117509";"56819";"60690";"93,62";"113929";"3580";"96,95";3505500
"Barretos";"2020";"118048";"57086";"60962";"93,64";"114452";"3596";"96,95";3505500
"Barrinha";"2016";"30829";"15459";"15370";"100,58";"30487";"342";"98,89";3505609
"Barrinha";"2017";"31199";"15638";"15561";"100,49";"30853";"346";"98,89";3505609
"Barrinha";"2018";"31574";"15820";"15754";"100,42";"31224";"350";"98,89";3505609
"Barrinha";"2019";"31954";"16004";"15950";"100,34";"31600";"354";"98,89";3505609
"Barrinha";"2020";"32338";"16190";"16148";"100,26";"31979";"359";"98,89";3505609
"Barueri";"2016";"255276";"124186";"131090";"94,73";"255276";"-";"100";3505708
"Barueri";"2017";"257525";"125282";"132243";"94,74";"257525";"-";"100";3505708
"Barueri";"2018";"259793";"126387";"133406";"94,74";"259793";"-";"100";3505708
"Barueri";"2019";"262081";"127502";"134579";"94,74";"262081";"-";"100";3505708
"Barueri";"2020";"264390";"128627";"135763";"94,74";"264390";"-";"100";3505708
"Bastos";"2016";"20267";"9918";"10349";"95,84";"17782";"2485";"87,74";3505807
"Bastos";"2017";"20276";"9918";"10358";"95,75";"17839";"2437";"87,98";3505807
"Bastos";"2018";"20284";"9917";"10367";"95,66";"17894";"2390";"88,22";3505807
"Bastos";"2019";"20293";"9917";"10376";"95,58";"17949";"2344";"88,45";3505807
"Bastos";"2020";"20301";"9916";"10385";"95,48";"18001";"2300";"88,67";3505807
"Batatais";"2016";"58821";"28861";"29960";"96,33";"52019";"6802";"88,44";3505906
"Batatais";"2017";"59167";"29026";"30141";"96,3";"52325";"6842";"88,44";3505906
"Batatais";"2018";"59517";"29193";"30324";"96,27";"52634";"6883";"88,44";3505906
"Batatais";"2019";"59868";"29360";"30508";"96,24";"52945";"6923";"88,44";3505906
"Batatais";"2020";"60222";"29529";"30693";"96,21";"53258";"6964";"88,44";3505906
"Bauru";"2016";"356769";"172853";"183916";"93,98";"350801";"5968";"98,33";3506003
"Bauru";"2017";"358619";"173752";"184867";"93,99";"352620";"5999";"98,33";3506003
"Bauru";"2018";"360478";"174654";"185824";"93,99";"354448";"6030";"98,33";3506003
"Bauru";"2019";"362348";"175562";"186786";"93,99";"356287";"6061";"98,33";3506003
"Bauru";"2020";"364225";"176473";"187752";"93,99";"358133";"6092";"98,33";3506003
"Bebedouro";"2016";"74593";"36270";"38323";"94,64";"71524";"3069";"95,89";3506102
"Bebedouro";"2017";"74483";"36209";"38274";"94,6";"71475";"3008";"95,96";3506102
"Bebedouro";"2018";"74373";"36147";"38226";"94,56";"71422";"2951";"96,03";3506102
"Bebedouro";"2019";"74264";"36086";"38178";"94,52";"71366";"2898";"96,1";3506102
"Bebedouro";"2020";"74155";"36025";"38130";"94,48";"71307";"2848";"96,16";3506102
"Bento de Abreu";"2016";"2840";"1440";"1400";"102,86";"2680";"160";"94,37";3506201
"Bento de Abreu";"2017";"2866";"1452";"1414";"102,69";"2715";"151";"94,73";3506201
"Bento de Abreu";"2018";"2892";"1464";"1428";"102,52";"2748";"144";"95,02";3506201
"Bento de Abreu";"2019";"2919";"1477";"1442";"102,43";"2783";"136";"95,34";3506201
"Bento de Abreu";"2020";"2945";"1489";"1456";"102,27";"2815";"130";"95,59";3506201
"Bernardino de Campos";"2016";"10773";"5239";"5534";"94,67";"9785";"988";"90,83";3506300
"Bernardino de Campos";"2017";"10777";"5240";"5537";"94,64";"9807";"970";"91";3506300
"Bernardino de Campos";"2018";"10780";"5241";"5539";"94,62";"9828";"952";"91,17";3506300
"Bernardino de Campos";"2019";"10784";"5242";"5542";"94,59";"9850";"934";"91,34";3506300
"Bernardino de Campos";"2020";"10787";"5243";"5544";"94,57";"9869";"918";"91,49";3506300
"Bertioga";"2016";"57109";"28422";"28687";"99,08";"56441";"668";"98,83";3506359
"Bertioga";"2017";"58595";"29141";"29454";"98,94";"57946";"649";"98,89";3506359
"Bertioga";"2018";"60120";"29878";"30242";"98,8";"59490";"630";"98,95";3506359
"Bertioga";"2019";"61684";"30633";"31051";"98,65";"61072";"612";"99,01";3506359
"Bertioga";"2020";"63290";"31408";"31882";"98,51";"62695";"595";"99,06";3506359
"Bilac";"2016";"7537";"3720";"3817";"97,46";"7048";"489";"93,51";3506409
"Bilac";"2017";"7606";"3752";"3854";"97,35";"7129";"477";"93,73";3506409
"Bilac";"2018";"7676";"3784";"3892";"97,23";"7211";"465";"93,94";3506409
"Bilac";"2019";"7745";"3816";"3929";"97,12";"7291";"454";"94,14";3506409
"Bilac";"2020";"7816";"3849";"3967";"97,03";"7373";"443";"94,33";3506409
"Birigui";"2016";"116637";"56766";"59871";"94,81";"113416";"3221";"97,24";3506508
"Birigui";"2017";"117793";"57308";"60485";"94,75";"114578";"3215";"97,27";3506508
