"Localidades";"Períodos";"População ";"População Masculina ";"População Feminina ";"Razão de Sexos ";"População Urbana ";"População Rural ";"Grau de Urbanização (Em %)";"Cód. IBGE"
"Lucélia";"2018";"20806";"10940";"9866";"110,89";"18160";"2646";"87,28";3527405
"Lucélia";"2019";"20912";"10984";"9928";"110,64";"18270";"2642";"87,37";3527405
"Lucélia";"2020";"21019";"11029";"9990";"110,4";"18381";"2638";"87,45";3527405
"Lucianópolis";"2016";"2251";"1113";"1138";"97,8";"1814";"437";"80,59";3527504
"Lucianópolis";"2017";"2254";"1114";"1140";"97,72";"1822";"432";"80,83";3527504
"Lucianópolis";"2018";"2256";"1114";"1142";"97,55";"1828";"428";"81,03";3527504
"Lucianópolis";"2019";"2259";"1115";"1144";"97,47";"1836";"423";"81,27";3527504
"Lucianópolis";"2020";"2261";"1115";"1146";"97,29";"1843";"418";"81,51";3527504
"Luís Antônio";"2016";"13161";"6782";"6379";"106,32";"12896";"265";"97,99";3527603
"Luís Antônio";"2017";"13406";"6905";"6501";"106,21";"13158";"248";"98,15";3527603
"Luís Antônio";"2018";"13654";"7030";"6624";"106,13";"13421";"233";"98,29";3527603
"Luís Antônio";"2019";"13907";"7157";"6750";"106,03";"13689";"218";"98,43";3527603
"Luís Antônio";"2020";"14166";"7287";"6879";"105,93";"13961";"205";"98,55";3527603
"Luiziânia";"2016";"5465";"2828";"2637";"107,24";"5115";"350";"93,6";3527702
"Luiziânia";"2017";"5536";"2863";"2673";"107,11";"5196";"340";"93,86";3527702
"Luiziânia";"2018";"5607";"2898";"2709";"106,98";"5277";"330";"94,11";3527702
"Luiziânia";"2019";"5680";"2934";"2746";"106,85";"5359";"321";"94,35";3527702
"Luiziânia";"2020";"5754";"2970";"2784";"106,68";"5441";"313";"94,56";3527702
"Lupércio";"2016";"4393";"2131";"2262";"94,21";"4126";"267";"93,92";3527801
"Lupércio";"2017";"4400";"2133";"2267";"94,09";"4148";"252";"94,27";3527801
"Lupércio";"2018";"4407";"2136";"2271";"94,06";"4166";"241";"94,53";3527801
"Lupércio";"2019";"4414";"2138";"2276";"93,94";"4182";"232";"94,74";3527801
"Lupércio";"2020";"4421";"2140";"2281";"93,82";"4196";"225";"94,91";3527801
"Lutécia";"2016";"2652";"1317";"1335";"98,65";"2181";"471";"82,24";3527900
"Lutécia";"2017";"2644";"1312";"1332";"98,5";"2185";"459";"82,64";3527900
"Lutécia";"2018";"2637";"1307";"1330";"98,27";"2190";"447";"83,05";3527900
"Lutécia";"2019";"2629";"1302";"1327";"98,12";"2194";"435";"83,45";3527900
"Lutécia";"2020";"2621";"1297";"1324";"97,96";"2197";"424";"83,82";3527900
"Macatuba";"2016";"16672";"8346";"8326";"100,24";"16267";"405";"97,57";3528007
"Macatuba";"2017";"16736";"8375";"8361";"100,17";"16340";"396";"97,63";3528007
"Macatuba";"2018";"16801";"8405";"8396";"100,11";"16413";"388";"97,69";3528007
"Macatuba";"2019";"16867";"8435";"8432";"100,04";"16487";"380";"97,75";3528007
"Macatuba";"2020";"16932";"8465";"8467";"99,98";"16559";"373";"97,8";3528007
"Macaubal";"2016";"7736";"3890";"3846";"101,14";"6955";"781";"89,9";3528106
"Macaubal";"2017";"7740";"3888";"3852";"100,93";"6975";"765";"90,12";3528106
"Macaubal";"2018";"7742";"3885";"3857";"100,73";"6993";"749";"90,33";3528106
"Macaubal";"2019";"7746";"3883";"3863";"100,52";"7011";"735";"90,51";3528106
"Macaubal";"2020";"7749";"3881";"3868";"100,34";"7028";"721";"90,7";3528106
"Macedônia";"2016";"3609";"1796";"1813";"99,06";"2820";"789";"78,14";3528205
"Macedônia";"2017";"3600";"1790";"1810";"98,9";"2826";"774";"78,5";3528205
"Macedônia";"2018";"3591";"1783";"1808";"98,62";"2832";"759";"78,86";3528205
"Macedônia";"2019";"3582";"1777";"1805";"98,45";"2838";"744";"79,23";3528205
"Macedônia";"2020";"3574";"1771";"1803";"98,23";"2844";"730";"79,57";3528205
"Magda";"2016";"3133";"1599";"1534";"104,24";"2650";"483";"84,58";3528304
"Magda";"2017";"3122";"1591";"1531";"103,92";"2648";"474";"84,82";3528304
"Magda";"2018";"3110";"1583";"1527";"103,67";"2646";"464";"85,08";3528304
"Magda";"2019";"3099";"1575";"1524";"103,35";"2644";"455";"85,32";3528304
"Magda";"2020";"3088";"1567";"1521";"103,02";"2641";"447";"85,52";3528304
"Mairinque";"2016";"45149";"22416";"22733";"98,61";"36236";"8913";"80,26";3528403
"Mairinque";"2017";"45439";"22547";"22892";"98,49";"36469";"8970";"80,26";3528403
"Mairinque";"2018";"45732";"22679";"23053";"98,38";"36704";"9028";"80,26";3528403
"Mairinque";"2019";"46027";"22812";"23215";"98,26";"36940";"9087";"80,26";3528403
"Mairinque";"2020";"46323";"22945";"23378";"98,15";"37178";"9145";"80,26";3528403
"Mairiporã";"2016";"91745";"46175";"45570";"101,33";"83059";"8686";"90,53";3528502
"Mairiporã";"2017";"93418";"46980";"46438";"101,17";"84987";"8431";"90,97";3528502
"Mairiporã";"2018";"95122";"47800";"47322";"101,01";"86939";"8183";"91,4";3528502
"Mairiporã";"2019";"96856";"48633";"48223";"100,85";"88912";"7944";"91,8";3528502
"Mairiporã";"2020";"98622";"49481";"49141";"100,69";"90911";"7711";"92,18";3528502
"Manduri";"2016";"9328";"4647";"4681";"99,27";"8425";"903";"90,32";3528601
"Manduri";"2017";"9378";"4666";"4712";"99,02";"8519";"859";"90,84";3528601
"Manduri";"2018";"9426";"4684";"4742";"98,78";"8609";"817";"91,33";3528601
"Manduri";"2019";"9475";"4702";"4773";"98,51";"8698";"777";"91,8";3528601
"Manduri";"2020";"9525";"4721";"4804";"98,27";"8786";"739";"92,24";3528601
"Marabá Paulista";"2016";"4880";"3064";"1816";"168,72";"2172";"2708";"44,51";3528700
"Marabá Paulista";"2017";"4893";"3069";"1824";"168,26";"2178";"2715";"44,51";3528700
"Marabá Paulista";"2018";"4905";"3074";"1831";"167,89";"2183";"2722";"44,51";3528700
"Marabá Paulista";"2019";"4918";"3079";"1839";"167,43";"2189";"2729";"44,51";3528700
"Marabá Paulista";"2020";"4931";"3084";"1847";"166,97";"2195";"2736";"44,51";3528700
"Maracaí";"2016";"13457";"6692";"6765";"98,92";"12359";"1098";"91,84";3528809
"Maracaí";"2017";"13473";"6695";"6778";"98,78";"12396";"1077";"92,01";3528809
"Maracaí";"2018";"13489";"6699";"6790";"98,66";"12433";"1056";"92,17";3528809
"Maracaí";"2019";"13505";"6702";"6803";"98,52";"12468";"1037";"92,32";3528809
"Maracaí";"2020";"13521";"6705";"6816";"98,37";"12503";"1018";"92,47";3528809
"Marapoama";"2016";"2805";"1430";"1375";"104";"2472";"333";"88,13";3528858
"Marapoama";"2017";"2830";"1442";"1388";"103,89";"2510";"320";"88,69";3528858
"Marapoama";"2018";"2856";"1454";"1402";"103,71";"2547";"309";"89,18";3528858
"Marapoama";"2019";"2880";"1465";"1415";"103,53";"2582";"298";"89,65";3528858
"Marapoama";"2020";"2906";"1477";"1429";"103,36";"2617";"289";"90,06";3528858
"Mariápolis";"2016";"3954";"2024";"1930";"104,87";"3308";"646";"83,66";3528908
"Mariápolis";"2017";"3959";"2025";"1934";"104,71";"3333";"626";"84,19";3528908
"Mariápolis";"2018";"3964";"2025";"1939";"104,44";"3358";"606";"84,71";3528908
"Mariápolis";"2019";"3969";"2026";"1943";"104,27";"3382";"587";"85,21";3528908
"Mariápolis";"2020";"3975";"2027";"1948";"104,06";"3406";"569";"85,69";3528908
"Marília";"2016";"226005";"109053";"116952";"93,25";"215866";"10139";"95,51";3529005
"Marília";"2017";"227380";"109702";"117678";"93,22";"217179";"10201";"95,51";3529005
"Marília";"2018";"228763";"110355";"118408";"93,2";"218500";"10263";"95,51";3529005
"Marília";"2019";"230154";"111011";"119143";"93,17";"219828";"10326";"95,51";3529005
"Marília";"2020";"231554";"111671";"119883";"93,15";"221166";"10388";"95,51";3529005
"Marinópolis";"2016";"2100";"1059";"1041";"101,73";"1704";"396";"81,14";3529104
"Marinópolis";"2017";"2100";"1059";"1041";"101,73";"1711";"389";"81,48";3529104
"Marinópolis";"2018";"2098";"1058";"1040";"101,73";"1716";"382";"81,79";3529104
"Marinópolis";"2019";"2098";"1058";"1040";"101,73";"1722";"376";"82,08";3529104
"Marinópolis";"2020";"2097";"1058";"1039";"101,83";"1728";"369";"82,4";3529104
"Martinópolis";"2016";"25102";"12990";"12112";"107,25";"21541";"3561";"85,81";3529203
"Martinópolis";"2017";"25242";"13053";"12189";"107,09";"21733";"3509";"86,1";3529203
"Martinópolis";"2018";"25384";"13118";"12266";"106,95";"21926";"3458";"86,38";3529203
"Martinópolis";"2019";"25526";"13182";"12344";"106,79";"22118";"3408";"86,65";3529203
"Martinópolis";"2020";"25668";"13246";"12422";"106,63";"22310";"3358";"86,92";3529203
"Matão";"2016";"78890";"38957";"39933";"97,56";"77442";"1448";"98,16";3529302
"Matão";"2017";"79171";"39075";"40096";"97,45";"77718";"1453";"98,16";3529302
"Matão";"2018";"79453";"39193";"40260";"97,35";"77995";"1458";"98,16";3529302
"Matão";"2019";"79736";"39311";"40425";"97,24";"78273";"1463";"98,17";3529302
"Matão";"2020";"80020";"39430";"40590";"97,14";"78552";"1468";"98,17";3529302
"Mauá";"2016";"443910";"216959";"226951";"95,6";"443910";"-";"100";3529401
"Mauá";"2017";"447911";"218882";"229029";"95,57";"447911";"-";"100";3529401
"Mauá";"2018";"451947";"220821";"231126";"95,54";"451947";"-";"100";3529401
"Mauá";"2019";"456020";"222777";"233243";"95,51";"456020";"-";"100";3529401
"Mauá";"2020";"460132";"224753";"235379";"95,49";"460132";"-";"100";3529401
"Mendonça";"2016";"4899";"2472";"2427";"101,85";"4173";"726";"85,18";3529500
"Mendonça";"2017";"4934";"2488";"2446";"101,72";"4227";"707";"85,67";3529500
"Mendonça";"2018";"4971";"2505";"2466";"101,58";"4281";"690";"86,12";3529500
"Mendonça";"2019";"5006";"2521";"2485";"101,45";"4333";"673";"86,56";3529500
"Mendonça";"2020";"5043";"2538";"2505";"101,32";"4386";"657";"86,97";3529500
"Meridiano";"2016";"3786";"1839";"1947";"94,45";"2697";"1089";"71,24";3529609
"Meridiano";"2017";"3775";"1831";"1944";"94,19";"2701";"1074";"71,55";3529609
"Meridiano";"2018";"3762";"1822";"1940";"93,92";"2703";"1059";"71,85";3529609
"Meridiano";"2019";"3751";"1814";"1937";"93,65";"2706";"1045";"72,14";3529609
"Meridiano";"2020";"3739";"1805";"1934";"93,33";"2709";"1030";"72,45";3529609
"Mesópolis";"2016";"1888";"947";"941";"100,64";"1579";"309";"83,63";3529658
"Mesópolis";"2017";"1890";"946";"944";"100,21";"1595";"295";"84,39";3529658
"Mesópolis";"2018";"1890";"944";"946";"99,79";"1608";"282";"85,08";3529658
"Mesópolis";"2019";"1892";"943";"949";"99,37";"1623";"269";"85,78";3529658
"Mesópolis";"2020";"1893";"942";"951";"99,05";"1635";"258";"86,37";3529658
"Miguelópolis";"2016";"21061";"10473";"10588";"98,91";"20015";"1046";"95,03";3529708
"Miguelópolis";"2017";"21151";"10513";"10638";"98,82";"20127";"1024";"95,16";3529708
"Miguelópolis";"2018";"21242";"10553";"10689";"98,73";"20238";"1004";"95,27";3529708
"Miguelópolis";"2019";"21333";"10593";"10740";"98,63";"20349";"984";"95,39";3529708
"Miguelópolis";"2020";"21424";"10633";"10791";"98,54";"20459";"965";"95,5";3529708
"Mineiros do Tietê";"2016";"12377";"6145";"6232";"98,6";"11824";"553";"95,53";3529807
"Mineiros do Tietê";"2017";"12432";"6170";"6262";"98,53";"11876";"556";"95,53";3529807
"Mineiros do Tietê";"2018";"12487";"6195";"6292";"98,46";"11929";"558";"95,53";3529807
"Mineiros do Tietê";"2019";"12542";"6220";"6322";"98,39";"11981";"561";"95,53";3529807
"Mineiros do Tietê";"2020";"12597";"6245";"6352";"98,32";"12034";"563";"95,53";3529807
"Mira Estrela";"2016";"2893";"1430";"1463";"97,74";"1930";"963";"66,71";3530003
"Mira Estrela";"2017";"2905";"1434";"1471";"97,48";"1938";"967";"66,71";3530003
"Mira Estrela";"2018";"2916";"1438";"1478";"97,29";"1945";"971";"66,7";3530003
"Mira Estrela";"2019";"2928";"1442";"1486";"97,04";"1953";"975";"66,7";3530003
"Mira Estrela";"2020";"2939";"1446";"1493";"96,85";"1960";"979";"66,69";3530003
"Miracatu";"2016";"20008";"10002";"10006";"99,96";"10600";"9408";"52,98";3529906
"Miracatu";"2017";"19990";"9977";"10013";"99,64";"10643";"9347";"53,24";3529906
"Miracatu";"2018";"19971";"9952";"10019";"99,33";"10684";"9287";"53,5";3529906
"Miracatu";"2019";"19952";"9926";"10026";"99";"10726";"9226";"53,76";3529906
"Miracatu";"2020";"19934";"9901";"10033";"98,68";"10767";"9167";"54,01";3529906
"Mirandópolis";"2016";"28232";"15358";"12874";"119,29";"25540";"2692";"90,46";3530102
"Mirandópolis";"2017";"28335";"15402";"12933";"119,09";"25697";"2638";"90,69";3530102
"Mirandópolis";"2018";"28438";"15446";"12992";"118,89";"25852";"2586";"90,91";3530102
"Mirandópolis";"2019";"28543";"15491";"13052";"118,69";"26008";"2535";"91,12";3530102
"Mirandópolis";"2020";"28646";"15534";"13112";"118,47";"26161";"2485";"91,33";3530102
"Mirante do Paranapanema";"2016";"17498";"8812";"8686";"101,45";"10304";"7194";"58,89";3530201
"Mirante do Paranapanema";"2017";"17566";"8836";"8730";"101,21";"10344";"7222";"58,89";3530201
"Mirante do Paranapanema";"2018";"17634";"8860";"8774";"100,98";"10384";"7250";"58,89";3530201
"Mirante do Paranapanema";"2019";"17701";"8883";"8818";"100,74";"10423";"7278";"58,88";3530201
"Mirante do Paranapanema";"2020";"17769";"8907";"8862";"100,51";"10463";"7306";"58,88";3530201
"Mirassol";"2016";"56311";"27624";"28687";"96,29";"54888";"1423";"97,47";3530300
"Mirassol";"2017";"56685";"27805";"28880";"96,28";"55253";"1432";"97,47";3530300
"Mirassol";"2018";"57062";"27988";"29074";"96,26";"55620";"1442";"97,47";3530300
"Mirassol";"2019";"57442";"28173";"29269";"96,26";"55991";"1451";"97,47";3530300
"Mirassol";"2020";"57824";"28358";"29466";"96,24";"56363";"1461";"97,47";3530300
"Mirassolândia";"2016";"4540";"2307";"2233";"103,31";"3691";"849";"81,3";3530409
"Mirassolândia";"2017";"4580";"2326";"2254";"103,19";"3724";"856";"81,31";3530409
"Mirassolândia";"2018";"4621";"2345";"2276";"103,03";"3757";"864";"81,3";3530409
"Mirassolândia";"2019";"4661";"2364";"2297";"102,92";"3790";"871";"81,31";3530409
"Mirassolândia";"2020";"4702";"2383";"2319";"102,76";"3823";"879";"81,31";3530409
"Mococa";"2016";"66557";"33067";"33490";"98,74";"62634";"3923";"94,11";3530508
"Mococa";"2017";"66606";"33071";"33535";"98,62";"62847";"3759";"94,36";3530508
"Mococa";"2018";"66655";"33076";"33579";"98,5";"63051";"3604";"94,59";3530508
"Mococa";"2019";"66703";"33080";"33623";"98,39";"63245";"3458";"94,82";3530508
"Mococa";"2020";"66753";"33085";"33668";"98,27";"63433";"3320";"95,03";3530508
"Mogi das Cruzes";"2016";"415107";"202055";"213052";"94,84";"384031";"31076";"92,51";3530607
"Mogi das Cruzes";"2017";"419486";"204174";"215312";"94,83";"388333";"31153";"92,57";3530607
"Mogi das Cruzes";"2018";"423912";"206316";"217596";"94,82";"392682";"31230";"92,63";3530607
"Mogi das Cruzes";"2019";"428384";"208480";"219904";"94,81";"397077";"31307";"92,69";3530607
"Mogi das Cruzes";"2020";"432905";"210668";"222237";"94,79";"401520";"31385";"92,75";3530607
"Mogi Guaçu";"2016";"144106";"71271";"72835";"97,85";"137735";"6371";"95,58";3530706
"Mogi Guaçu";"2017";"145149";"71750";"73399";"97,75";"138869";"6280";"95,67";3530706
"Mogi Guaçu";"2018";"146200";"72232";"73968";"97,65";"140009";"6191";"95,77";3530706
"Mogi Guaçu";"2019";"147259";"72718";"74541";"97,55";"141153";"6106";"95,85";3530706
"Mogi Guaçu";"2020";"148325";"73207";"75118";"97,46";"142302";"6023";"95,94";3530706
"Mogi Mirim";"2016";"89042";"43722";"45320";"96,47";"84609";"4433";"95,02";3530805
"Mogi Mirim";"2017";"89390";"43870";"45520";"96,38";"85115";"4275";"95,22";3530805
"Mogi Mirim";"2018";"89738";"44018";"45720";"96,28";"85611";"4127";"95,4";3530805
"Mogi Mirim";"2019";"90089";"44167";"45922";"96,18";"86102";"3987";"95,57";3530805
"Mogi Mirim";"2020";"90439";"44315";"46124";"96,08";"86584";"3855";"95,74";3530805
"Mombuca";"2016";"3307";"1675";"1632";"102,63";"2853";"454";"86,27";3530904
"Mombuca";"2017";"3313";"1677";"1636";"102,51";"2878";"435";"86,87";3530904
"Mombuca";"2018";"3320";"1679";"1641";"102,32";"2902";"418";"87,41";3530904
"Mombuca";"2019";"3326";"1681";"1645";"102,19";"2926";"400";"87,97";3530904
"Mombuca";"2020";"3332";"1683";"1649";"102,06";"2948";"384";"88,48";3530904
"Mongaguá";"2016";"51380";"25467";"25913";"98,28";"51156";"224";"99,56";3531100
"Mongaguá";"2017";"52169";"25841";"26328";"98,15";"51941";"228";"99,56";3531100
"Mongaguá";"2018";"52970";"26220";"26750";"98,02";"52739";"231";"99,56";3531100
"Mongaguá";"2019";"53784";"26605";"27179";"97,89";"53549";"235";"99,56";3531100
"Mongaguá";"2020";"54610";"26995";"27615";"97,75";"54372";"238";"99,56";3531100
"Monte Alegre do Sul";"2016";"7536";"3761";"3775";"99,63";"4543";"2993";"60,28";3531209
"Monte Alegre do Sul";"2017";"7589";"3786";"3803";"99,55";"4614";"2975";"60,8";3531209
"Monte Alegre do Sul";"2018";"7642";"3812";"3830";"99,53";"4684";"2958";"61,29";3531209
"Monte Alegre do Sul";"2019";"7695";"3837";"3858";"99,46";"4755";"2940";"61,79";3531209
"Monte Alegre do Sul";"2020";"7749";"3863";"3886";"99,41";"4827";"2922";"62,29";3531209
"Monte Alto";"2016";"47811";"23494";"24317";"96,62";"46088";"1723";"96,4";3531308
"Monte Alto";"2017";"47959";"23558";"24401";"96,55";"46294";"1665";"96,53";3531308
"Monte Alto";"2018";"48107";"23622";"24485";"96,48";"46497";"1610";"96,65";3531308
"Monte Alto";"2019";"48256";"23686";"24570";"96,4";"46699";"1557";"96,77";3531308
"Monte Alto";"2020";"48405";"23750";"24655";"96,33";"46900";"1505";"96,89";3531308
"Monte Aprazível";"2016";"22909";"11327";"11582";"97,8";"21153";"1756";"92,33";3531407
"Monte Aprazível";"2017";"23045";"11385";"11660";"97,64";"21313";"1732";"92,48";3531407
"Monte Aprazível";"2018";"23181";"11443";"11738";"97,49";"21470";"1711";"92,62";3531407
"Monte Aprazível";"2019";"23319";"11502";"11817";"97,33";"21626";"1693";"92,74";3531407
"Monte Aprazível";"2020";"23458";"11561";"11897";"97,18";"21781";"1677";"92,85";3531407
"Monte Azul Paulista";"2016";"18481";"9212";"9269";"99,39";"17522";"959";"94,81";3531506
"Monte Azul Paulista";"2017";"18408";"9168";"9240";"99,22";"17482";"926";"94,97";3531506
"Monte Azul Paulista";"2018";"18335";"9124";"9211";"99,06";"17440";"895";"95,12";3531506
"Monte Azul Paulista";"2019";"18263";"9080";"9183";"98,88";"17396";"867";"95,25";3531506
"Monte Azul Paulista";"2020";"18191";"9037";"9154";"98,72";"17350";"841";"95,38";3531506
"Monte Castelo";"2016";"4011";"1973";"2038";"96,81";"3284";"727";"81,87";3531605
"Monte Castelo";"2017";"4007";"1969";"2038";"96,61";"3298";"709";"82,31";3531605
"Monte Castelo";"2018";"4001";"1964";"2037";"96,42";"3311";"690";"82,75";3531605
"Monte Castelo";"2019";"3997";"1960";"2037";"96,22";"3324";"673";"83,16";3531605
"Monte Castelo";"2020";"3991";"1955";"2036";"96,02";"3336";"655";"83,59";3531605
"Monte Mor";"2016";"55313";"27554";"27759";"99,26";"52524";"2789";"94,96";3531803
"Monte Mor";"2017";"56359";"28061";"28298";"99,16";"53600";"2759";"95,1";3531803
"Monte Mor";"2018";"57423";"28576";"28847";"99,06";"54693";"2730";"95,25";3531803
"Monte Mor";"2019";"58508";"29101";"29407";"98,96";"55805";"2703";"95,38";3531803
"Monte Mor";"2020";"59614";"29636";"29978";"98,86";"56936";"2678";"95,51";3531803
"Monteiro Lobato";"2016";"4330";"2238";"2092";"106,98";"1901";"2429";"43,9";3531704
"Monteiro Lobato";"2017";"4364";"2253";"2111";"106,73";"1922";"2442";"44,04";3531704
"Monteiro Lobato";"2018";"4398";"2268";"2130";"106,48";"1942";"2456";"44,16";3531704
"Monteiro Lobato";"2019";"4431";"2282";"2149";"106,19";"1962";"2469";"44,28";3531704
"Monteiro Lobato";"2020";"4465";"2297";"2168";"105,95";"1983";"2482";"44,41";3531704
"Monções";"2016";"2163";"1105";"1058";"104,44";"1878";"285";"86,82";3531001
"Monções";"2017";"2166";"1105";"1061";"104,15";"1883";"283";"86,93";3531001
"Monções";"2018";"2169";"1104";"1065";"103,66";"1888";"281";"87,04";3531001
"Monções";"2019";"2172";"1104";"1068";"103,37";"1893";"279";"87,15";3531001
"Monções";"2020";"2175";"1104";"1071";"103,08";"1898";"277";"87,26";3531001
"Morro Agudo";"2016";"31073";"15815";"15258";"103,65";"30190";"883";"97,16";3531902
"Morro Agudo";"2017";"31383";"15964";"15419";"103,53";"30533";"850";"97,29";3531902
"Morro Agudo";"2018";"31696";"16115";"15581";"103,43";"30875";"821";"97,41";3531902
"Morro Agudo";"2019";"32012";"16267";"15745";"103,32";"31216";"796";"97,51";3531902
"Morro Agudo";"2020";"32332";"16421";"15911";"103,21";"31558";"774";"97,61";3531902
"Morungaba";"2016";"12674";"6329";"6345";"99,75";"11211";"1463";"88,46";3532009
"Morungaba";"2017";"12815";"6396";"6419";"99,64";"11392";"1423";"88,9";3532009
"Morungaba";"2018";"12958";"6464";"6494";"99,54";"11574";"1384";"89,32";3532009
"Morungaba";"2019";"13101";"6532";"6569";"99,44";"11755";"1346";"89,73";3532009
"Morungaba";"2020";"13247";"6601";"6646";"99,32";"11938";"1309";"90,12";3532009
"Motuca";"2016";"4502";"2266";"2236";"101,34";"3473";"1029";"77,14";3532058
"Motuca";"2017";"4536";"2281";"2255";"101,15";"3531";"1005";"77,84";3532058
"Motuca";"2018";"4569";"2296";"2273";"101,01";"3589";"980";"78,55";3532058
"Motuca";"2019";"4604";"2312";"2292";"100,87";"3647";"957";"79,21";3532058
"Motuca";"2020";"4638";"2327";"2311";"100,69";"3705";"933";"79,88";3532058
"Murutinga do Sul";"2016";"4247";"2104";"2143";"98,18";"2610";"1637";"61,46";3532108
"Murutinga do Sul";"2017";"4256";"2106";"2150";"97,95";"2616";"1640";"61,47";3532108
"Murutinga do Sul";"2018";"4264";"2107";"2157";"97,68";"2621";"1643";"61,47";3532108
"Murutinga do Sul";"2019";"4273";"2109";"2164";"97,46";"2626";"1647";"61,46";3532108
"Murutinga do Sul";"2020";"4281";"2110";"2171";"97,19";"2631";"1650";"61,46";3532108
"Nantes";"2016";"2930";"1462";"1468";"99,59";"2757";"173";"94,1";3532157
"Nantes";"2017";"2965";"1478";"1487";"99,39";"2803";"162";"94,54";3532157
"Nantes";"2018";"3000";"1495";"1505";"99,34";"2849";"151";"94,97";3532157
"Nantes";"2019";"3035";"1511";"1524";"99,15";"2893";"142";"95,32";3532157
"Nantes";"2020";"3071";"1528";"1543";"99,03";"2937";"134";"95,64";3532157
"Narandiba";"2016";"4616";"2326";"2290";"101,57";"3603";"1013";"78,05";3532207
"Narandiba";"2017";"4671";"2352";"2319";"101,42";"3686";"985";"78,91";3532207
"Narandiba";"2018";"4727";"2380";"2347";"101,41";"3769";"958";"79,73";3532207
"Narandiba";"2019";"4783";"2407";"2376";"101,3";"3851";"932";"80,51";3532207
"Narandiba";"2020";"4841";"2435";"2406";"101,21";"3935";"906";"81,28";3532207
"Natividade da Serra";"2016";"6683";"3454";"3229";"106,97";"2819";"3864";"42,18";3532306
"Natividade da Serra";"2017";"6687";"3450";"3237";"106,58";"2825";"3862";"42,25";3532306
"Natividade da Serra";"2018";"6690";"3445";"3245";"106,16";"2831";"3859";"42,32";3532306
"Natividade da Serra";"2019";"6694";"3441";"3253";"105,78";"2838";"3856";"42,4";3532306
"Natividade da Serra";"2020";"6698";"3437";"3261";"105,4";"2844";"3854";"42,46";3532306
"Nazaré Paulista";"2016";"17646";"9026";"8620";"104,71";"16630";"1016";"94,24";3532405
"Nazaré Paulista";"2017";"17842";"9117";"8725";"104,49";"16952";"890";"95,01";3532405
"Nazaré Paulista";"2018";"18041";"9209";"8832";"104,27";"17254";"787";"95,64";3532405
"Nazaré Paulista";"2019";"18242";"9302";"8940";"104,05";"17539";"703";"96,15";3532405
"Nazaré Paulista";"2020";"18445";"9396";"9049";"103,83";"17810";"635";"96,56";3532405
"Neves Paulista";"2016";"8697";"4302";"4395";"97,88";"7952";"745";"91,43";3532504
"Neves Paulista";"2017";"8677";"4289";"4388";"97,74";"7948";"729";"91,6";3532504
"Neves Paulista";"2018";"8659";"4277";"4382";"97,6";"7944";"715";"91,74";3532504
"Neves Paulista";"2019";"8639";"4264";"4375";"97,46";"7938";"701";"91,89";3532504
"Neves Paulista";"2020";"8620";"4252";"4368";"97,34";"7932";"688";"92,02";3532504
"Nhandeara";"2016";"10793";"5287";"5506";"96,02";"8946";"1847";"82,89";3532603
"Nhandeara";"2017";"10790";"5282";"5508";"95,9";"8974";"1816";"83,17";3532603
"Nhandeara";"2018";"10787";"5276";"5511";"95,74";"9002";"1785";"83,45";3532603
"Nhandeara";"2019";"10784";"5271";"5513";"95,61";"9030";"1754";"83,74";3532603
"Nhandeara";"2020";"10782";"5266";"5516";"95,47";"9057";"1725";"84";3532603
"Nipoã";"2016";"4720";"2477";"2243";"110,43";"4252";"468";"90,08";3532702
"Nipoã";"2017";"4781";"2506";"2275";"110,15";"4316";"465";"90,27";3532702
"Nipoã";"2018";"4843";"2535";"2308";"109,84";"4380";"463";"90,44";3532702
"Nipoã";"2019";"4905";"2564";"2341";"109,53";"4444";"461";"90,6";3532702
"Nipoã";"2020";"4969";"2594";"2375";"109,22";"4510";"459";"90,76";3532702
"Nova Aliança";"2016";"6237";"3085";"3152";"97,87";"5352";"885";"85,81";3532801
"Nova Aliança";"2017";"6289";"3110";"3179";"97,83";"5423";"866";"86,23";3532801
"Nova Aliança";"2018";"6342";"3135";"3207";"97,75";"5493";"849";"86,61";3532801
"Nova Aliança";"2019";"6396";"3160";"3236";"97,65";"5564";"832";"86,99";3532801
"Nova Aliança";"2020";"6450";"3186";"3264";"97,61";"5635";"815";"87,36";3532801
"Nova Campina";"2016";"9183";"4666";"4517";"103,3";"6893";"2290";"75,06";3532827
"Nova Campina";"2017";"9303";"4724";"4579";"103,17";"7087";"2216";"76,18";3532827
"Nova Campina";"2018";"9425";"4783";"4642";"103,04";"7281";"2144";"77,25";3532827
"Nova Campina";"2019";"9549";"4843";"4706";"102,91";"7476";"2073";"78,29";3532827
"Nova Campina";"2020";"9675";"4904";"4771";"102,79";"7671";"2004";"79,29";3532827
"Nova Canaã Paulista";"2016";"2003";"1013";"990";"102,32";"941";"1062";"46,98";3532843
"Nova Canaã Paulista";"2017";"1987";"1004";"983";"102,14";"951";"1036";"47,86";3532843
"Nova Canaã Paulista";"2018";"1970";"995";"975";"102,05";"960";"1010";"48,73";3532843
"Nova Canaã Paulista";"2019";"1953";"986";"967";"101,96";"969";"984";"49,62";3532843
"Nova Canaã Paulista";"2020";"1937";"977";"960";"101,77";"979";"958";"50,54";3532843
"Nova Castilho";"2016";"1159";"567";"592";"95,78";"869";"290";"74,98";3532868
