Ano,Trimestre,Data do Anuncio,Empresa alvo do investimento,Empresa(s) investidora(s),Real (em milhoes),Dolar (em milhoes),Valor Informado,Municipio,Regiao,Descricao do investimento,CNAE Empresa alvo do investimento,CNAE Empresa(s) investidora(s),Tipo Investimento,Periodo
2019,4,25/11/2019,BTX Digital,BTX Digital e Participacoes,NA,NA,Nao,Sao Paulo,RM Sao Paulo,"Lancamento banco digital, o Caras Bank",6499-9 - Outras atividades de servicos financeiros nao especificadas anteriormente,8299-7 - Atividades de servicos prestados principalmente as empresas nao especificadas anteriormente,Ampliacao,2020 - ...
2019,4,07/11/2019,Mini Orbe,Orbe Industria e Comercio de Sorvetes,0.11,0.03,Sim,Sao Paulo,RM Sao Paulo,Abertura franquia de sorvetes congelados em nitrogenio liquido no bairro de Tatuape,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,1053-8 - Fabricacao de sorvetes e outros gelados comestiveis,Implantacao,2019 - 2019
2019,4,26/11/2019,Movida,Movida Locacao de Veiculos Premium,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Inauguracao unidades de aluguel de carros com atendimento exclusivo para motoristas de aplicativo,7711-0 - Locacao de automoveis sem condutor,7711-0 - Locacao de automoveis sem condutor,Implantacao,2020 - ...
2019,4,27/11/2019,Arena On e-Stadium,On e-Stadium Casa dos Gamers,NA,NA,Nao,Sao Paulo,RM Sao Paulo,"Abertura complexo de e-sports, com escola de games, centro de treinamento de gamers, salas e estudios de criacao de conteudo e espaco para eventos",9329-8 - Atividades de recreacao e lazer nao especificadas anteriormente,9319-1 - Atividades esportivas nao especificadas anteriormente,Implantacao,2017 - 2019
2019,4,29/11/2019,Ritz Restaurante,Ritz Restaurante e Bar,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Abertura restaurante no Shopping Market Place,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,... - 2019
2019,4,03/12/2019,Yuool,Merino Brasil Shoes Comercio de Calcados,0.3,0.07,Sim,Sao Paulo,RM Sao Paulo,"Inauguracao unidade loja de marca especializada em tenis feitos de la de carneiro, no Shopping JK Iguatemi",4782-2 - Comercio varejista de calcados e artigos de viagem,4782-2 - Comercio varejista de calcados e artigos de viagem,Implantacao,... - 2019
2019,4,03/12/2019,S.I.N. Implant System,Sistema de Implante Nacional - SIN,60,14.6,Sim,Sao Paulo,RM Sao Paulo,Construcao fabrica de implantes dentarios,3250-7 - Fabricacao de instrumentos e materiais para uso medico e odontologico e de artigos opticos,3250-7 - Fabricacao de instrumentos e materiais para uso medico e odontologico e de artigos opticos,Ampliacao/Modernizacao,2020 - 2023
2019,4,10/12/2019,Fleury,Fleury,NA,NA,Nao,Sao Paulo,RM Sao Paulo,"Criacao aplicativo Campana ate Voce, laboratorio digital para agendamento de exames de analises clinicas em domicilio ou local de preferencia",8640-2 - Atividades de servicos de complementacao diagnostica e terapeutica,8640-2 - Atividades de servicos de complementacao diagnostica e terapeutica,Implantacao,2019 - 2019
2019,4,07/12/2019,Choco Bean to Bar,Du Jour Chocolate,NA,NA,Nao,Sao Paulo,RM Sao Paulo,"Inauguracao chocolateria artesanal, no Shopping Cidade Jardim","4721-1 - Comercio varejista de produtos de padaria, laticinio, doces, balas e semelhantes","1093-7 - Fabricacao de produtos derivados do cacau, de chocolates e confeitos",Implantacao,2019 - 2019
2019,4,07/12/2019,Da Feira ao Baile Cafe,Da Feira ao Baile Cafe,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Inauguracao confeitaria especializada em bolos,"4721-1 - Comercio varejista de produtos de padaria, laticinio, doces, balas e semelhantes","4721-1 - Comercio varejista de produtos de padaria, laticinio, doces, balas e semelhantes",Implantacao,2019 - 2019
2019,4,07/12/2019,Maria Brigadeiro,Maria Brigadeiro,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Inauguracao doceria especializada em brigadeiros,"4721-1 - Comercio varejista de produtos de padaria, laticinio, doces, balas e semelhantes","4721-1 - Comercio varejista de produtos de padaria, laticinio, doces, balas e semelhantes",Implantacao,... - 2019
2019,4,07/12/2019,Santo Grao,Santo Grao,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Inauguracao cafeteria com lounge e espaco para coworking,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,4729-6 - Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente; produtos do fumo,Implantacao,2019 - 2019
2019,4,13/12/2019,Vicoboim,Vicoboim,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Inauguracao restaurante especializado em comida italiana,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,... - 2019
2019,4,17/12/2019,Meu Q,Meu Q,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Lancamento servico digital para venda personalizada de produtos para cabelo,"4772-5 - Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal",4789-0 - Comercio varejista de outros produtos novos nao especificados anteriormente,Implantacao,2017 - 2019
2019,4,18/12/2019,Havaianas,Alpargatas,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Abertura loja laboratorio de chinelos no Shopping Iguatemi,4782-2 - Comercio varejista de calcados e artigos de viagem,1311-1 - Preparacao e fiacao de fibras de algodao,Ampliacao/Modernizacao,... - 2019
2019,4,18/12/2019,Cervejaria Invicta,Cervejaria Invicta Comercio de Cervejas Especiais,0.3,0.07,Sim,Sao Paulo,RM Sao Paulo,"Inauguracao cervejaria artesanal, no estilo taproom",5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,"1113-5 - Fabricacao de malte, cervejas e chopes",Implantacao,2018 - 2019
2019,4,18/12/2019,Capa Preta,Cervejaria Capa Preta,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Inauguracao cervejaria artesanal,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,"1113-5 - Fabricacao de malte, cervejas e chopes",Implantacao,... - 2019
2019,4,18/12/2019,Cervejaria Dogma,Cervejaria Dogma Industria e Comercio de Bebidas,2,0.49,Sim,Sao Paulo,RM Sao Paulo,Inauguracao fabrica que centralizara a producao de cervejas artesanais,"1113-5 - Fabricacao de malte, cervejas e chopes",4635-4 - Comercio atacadista de bebidas,Implantacao,2019 - 2020
2019,4,22/12/2019,Restaurante Su,Restaurante Su,NA,NA,Nao,Sao Paulo,RM Sao Paulo,"Abertura 5 unidades nos proximos cinco anos, com foco na capital",5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2020 - 2025
2019,4,13/12/2019,Vivara,Tellerina Comercio de Presentes e Artigos para Decoracao,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Inauguracao joalheria no Shopping Penha,4783-1 - Comercio varejista de joias e relogios,4783-1 - Comercio varejista de joias e relogios,Implantacao,2019 - 2019
2019,4,13/12/2019,Vivara,Tellerina Comercio de Presentes e Artigos para Decoracao,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Inauguracao joalheria no Shopping Metro Itaquera,4783-1 - Comercio varejista de joias e relogios,4783-1 - Comercio varejista de joias e relogios,Implantacao,2019 - 2019
2019,4,27/12/2019,Teatro-D,Teatro-D,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Inauguracao teatro no Itaim,"9001-9 - Artes cenicas, espetaculos e atividades complementares","9001-9 - Artes cenicas, espetaculos e atividades complementares",Implantacao,2019 - 2019
2019,4,26/12/2019,Nos.otros,Nos.otros,0.4,0.1,Sim,Sao Paulo,RM Sao Paulo,Inauguracao bar especializado na culinaria iberica,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2019 - 2019
2019,4,24/12/2019,Livraria Leitura Ibirapuera,Livraria Leitura,1.3,0.32,Sim,Sao Paulo,RM Sao Paulo,Expansao rede de livrarias no Estado de Sao Paulo,"4761-0 - Comercio varejista de livros, jornais, revistas e papelaria","4761-0 - Comercio varejista de livros, jornais, revistas e papelaria",Implantacao,2020 - 2020
2019,4,25/12/2019,Gula Gula,Gula Gula SP 01 Restaurante,5,1.22,Sim,Sao Paulo,RM Sao Paulo,Inauguracao restaurante em casarao tombado,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2018 - 2019
2019,4,31/12/2019,Ford,Ford Motor Company Brasil,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Desenvolvimento Centro administrativo,7010-7 - Sedes de empresas e unidades administrativas locais,"2910-7 - Fabricacao de automoveis, camionetas e utilitarios",Implantacao,2019 - 2020
2019,4,28/11/2019,Stix Fidelidade,Stix Fidelidade e Inteligencia,NA,NA,Nao,Sao Paulo,RM Sao Paulo,Lancamento empresa que oferece programa de fidelidade atraves do acumulo e resgate de pontos no varejo,"4713-0 - Comercio varejista de mercadorias em geral, sem predominancia de produtos alimenticios",8299-7 - Atividades de servicos prestados principalmente as empresas nao especificadas anteriormente,Implantacao,2019 - 2020
2019,4,24/12/2019,Livraria Leitura Santana Parque,Livraria Leitura,0.9,0.22,Sim,Sao Paulo,RM Sao Paulo,Expansao rede de livrarias no Estado de Sao Paulo,"4761-0 - Comercio varejista de livros, jornais, revistas e papelaria","4761-0 - Comercio varejista de livros, jornais, revistas e papelaria",Implantacao,2020 - 2020
2019,4,09/12/2019,Ice Cup,Ice Cup Comercio de Gelo,0.6,0.15,Sim,Taboao da Serra,RM Sao Paulo,Implantacao empresa de copos lacrados e descartaveis com gelo proprio para consumo com outras bebidas,4789-0 - Comercio varejista de outros produtos novos nao especificados anteriormente,4789-0 - Comercio varejista de outros produtos novos nao especificados anteriormente,Implantacao,2018 - 2019
2019,4,13/12/2019,Vivara,Tellerina Comercio de Presentes e Artigos para Decoracao,NA,NA,Nao,Taboao da Serra,RM Sao Paulo,Inauguracao joalheria no Shopping Taboao,4783-1 - Comercio varejista de joias e relogios,4783-1 - Comercio varejista de joias e relogios,Implantacao,2019 - 2019
2019,3,04/07/2019,CPTM,Companhia Paulista de Trens Metropolitanos,NA,NA,Nao,Diversos municipios,Inter-regionais,"Modernizacao trem da linha 10 Turquesa,substituindo trens da serie 2100 por 12 trens das series 7000 e 7500 e modernizacao do sistema de sinalizacao",4912-4 - Transporte metroferroviario de passageiros,4912-4 - Transporte metroferroviario de passageiros,Ampliacao,2019 - 2019
2019,3,10/07/2019,Minuto Pao de Acucar,Companhia Brasileira de Distribuicao,NA,NA,Nao,Diversos municipios,Inter-regionais,Abertura mercado aproximadamente 15 unidades em predios de escritorios e sedes corporativas,"4711-3 - Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados e supermercados",4789-0 - Comercio varejista de outros produtos novos nao especificados anteriormente,Ampliacao/Modernizacao,2019 - 2019
2019,3,22/07/2019,Ecovias,Concessionaria Ecovias dos Imigrantes,NA,NA,Nao,Diversos municipios,Inter-regionais,"Recuperacao trecho pavimentacao, reforco de sinalizacao e reparo das defensas metalicas em toda a extensao do Sistema Anchieta-Imigrantes","5221-4 - Concessionarias de rodovias, pontes, tuneis e servicos relacionados","5221-4 - Concessionarias de rodovias, pontes, tuneis e servicos relacionados",Ampliacao,2019 - 2019
2019,3,24/07/2019,Neoenergia,Neoenergia,NA,NA,Nao,Diversos municipios,Inter-regionais,Ampliacao empresa no volume de energia eletrica distribuida,3514-0 - Distribuicao de energia eletrica,6462-0 - Holdings de instituicoes nao-financeiras / 6462-0 - Holdings de instituicoes nao-financeiras,Ampliacao,2019 - 2019
2019,3,29/07/2019,Banco do Brasil,Banco do Brasil,NA,NA,Nao,Diversos municipios,Inter-regionais,"Transformacao agencia bancarias, 113 unidades, em postos de auto atendimento (PAA) e 4 PAA em agencias","6422-1 - Bancos multiplos, com carteira comercial","6422-1 - Bancos multiplos, com carteira comercial",Implantacao,2019 - 2019
2019,3,30/07/2019,Petrobras,Petroleo Brasileiro,NA,NA,Nao,Diversos municipios,Inter-regionais,Construcao duto para gas de cozinha e derivados do petroleo,3520-4 - Producao de gas; processamento de gas natural; distribuicao de combustiveis gasosos por redes urbanas,1921-7 - Fabricacao de produtos do refino de petroleo,Ampliacao,2019 - 2019
2019,3,29/07/2019,Comgas,Companhia de Gas de Sao Paulo,3470,918.23,Sim,Diversos municipios,Inter-regionais,Expansao rede de distribuicao de gas canalizado em 5.500 km e renovacao da rede ja existente,3520-4 - Producao de gas; processamento de gas natural; distribuicao de combustiveis gasosos por redes urbanas,3520-4 - Producao de gas; processamento de gas natural; distribuicao de combustiveis gasosos por redes urbanas,Ampliacao,2019 - 2024
2019,3,01/08/2019,Petrobras,Petroleo Brasileiro,NA,NA,Nao,Diversos municipios,Inter-regionais,Desenvolvimento estacao de petroleo no polo pre-sal da Bacia de Santos e manutencao das estacoes ja existentes,0600-0 - Extracao de petroleo e gas natural,1921-7 - Fabricacao de produtos do refino de petroleo,Ampliacao,2019 - 2019
2019,3,06/08/2019,Brado Logistica,Brado Logistica,NA,NA,Nao,Diversos municipios,Inter-regionais,"Aquisicao vagoes e locomotivas double-stack de 74 unidades, podendo carregar ate tres conteineres empilhados",4911-6 - Transporte ferroviario de carga,4911-6 - Transporte ferroviario de carga,Ampliacao,2019 - ...
2019,3,12/08/2019,Grupo Big,Advent do Brasil,NA,NA,Nao,Diversos municipios,Inter-regionais,Ampliacao e modernizacao de supermercados,"4711-3 - Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados e supermercados","6463-8 - Outras sociedades de participacao, exceto holdings",Ampliacao/Modernizacao,2019 - 2020
2019,3,22/08/2019,Nestle,Nestle Brasil,370,92.05,Sim,Diversos municipios,Inter-regionais,Modernizacao unidades  industriais com construcao de novas linhas de producao e tecnologias para transformacao digital,1099-6 - Fabricacao de produtos alimenticios nao especificados anteriormente,1099-6 - Fabricacao de produtos alimenticios nao especificados anteriormente,Ampliacao,2019 - 2021
2019,3,30/08/2019,AmBev,AmBev,NA,NA,Nao,Diversos municipios,Inter-regionais,"Compra caminhao(oes) , 500 unidades da marca Mercedes Benz","1113-5 - Fabricacao de malte, cervejas e chopes","1113-5 - Fabricacao de malte, cervejas e chopes",Ampliacao,2019 - 2020
2019,3,30/08/2019,Raizen Conveniencia,Femsa Logistica Brasil / Raizen Energia,NA,NA,Nao,Diversos municipios,Inter-regionais,Abertura loja de conveniencia (500),"4712-1 - Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens",1071-6 - Fabricacao de acucar em bruto / 1071-6 - Fabricacao de acucar em bruto,Ampliacao,2019 - 2022
2019,3,02/09/2019,Domino's Pizza,MM Foods Pizzaria,NA,NA,Nao,Diversos municipios,Inter-regionais,Inauguracao 44 unidades de rede de pizzaria,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2019 - 2019
2019,3,04/09/2019,Ragazzo,Ms Arabian Food Industria e Comercio de Alimentos,NA,NA,Nao,Diversos municipios,Inter-regionais,Inauguracao 100 unidades de restaurante fast food italiano e reforma das unidades para melhorar o atendimento de delivery,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,7020-4 - Atividades de consultoria em gestao empresarial,Ampliacao,... - 2020
2019,3,05/09/2019,Brazil Fast Food Corporation,Brazil Fast Food Corporation,NA,NA,Nao,Diversos municipios,Inter-regionais,Ampliacao restaurante meta e chegar em 350 novos pontos de venda ate 2023.,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Ampliacao,2019 - 2023
2019,3,06/09/2019,Solucoes Ambientais de Aracatuba - Samar,Solucoes Ambientais de Aracatuba - Samar,1.1,0.27,Sim,Aracatuba,RA Aracatuba,Inauguracao estacao elevatoria de Esgoto Agua Branca,3701-1 - Gestao de redes de esgoto,"3600-6 - Captacao, tratamento e distribuicao de agua",Ampliacao,2019 - 2019
2019,3,19/08/2019,Votorantim Cimentos,Cimentos Votorantim,NA,NA,Nao,Birigui,RA Aracatuba,Inauguracao centro de distribuicao na Rodovia Marechal Rodon,2320-6 - Fabricacao de cimento,2320-6 - Fabricacao de cimento,Implantacao,2019 - 2019
2019,3,08/07/2019,Camil,Camil Alimentos,100,26.46,Sim,Barra Bonita,RA Bauru,Construcao fabrica para ensacamento de acucar e centro de distribuicao,1061-9 - Beneficiamento de arroz e fabricacao de produtos do arroz,1061-9 - Beneficiamento de arroz e fabricacao de produtos do arroz,Implantacao,2018 - 2019
2019,3,10/09/2019,ISA Cteep,Cteep,138.1,33.51,Sim,Bauru,RA Bauru,"Instalacao equipamento , um compensador estatico na Subestacao Bauru",3512-3 - Transmissao de energia eletrica,3512-3 - Transmissao de energia eletrica,Ampliacao,2019 - 2019
2019,3,11/09/2019,CPFL Paulista,CPFL Energia,9.8,2.38,Sim,Diversos municipios-RGBauru,RA Bauru,"Expansao, modernizacao e manutencao rede de distribuicao eletrica que abastece a regiao de Bauru",3514-0 - Distribuicao de energia eletrica,6462-0 - Holdings de instituicoes nao-financeiras / 6462-0 - Holdings de instituicoes nao-financeiras,Ampliacao,2019 - 2019
2019,3,03/07/2019,CPFL Paulista,CPFL Energia,0.06,0.01,Sim,Paulistania,RA Bauru,Instalacao infraestrutura de distribuicao de energia eletrica para ligar 72 novas residencias no bairro Parque Jardim Europa,3514-0 - Distribuicao de energia eletrica,6462-0 - Holdings de instituicoes nao-financeiras / 6462-0 - Holdings de instituicoes nao-financeiras,Ampliacao,2019 - 2019
2019,3,02/08/2019,Sao Vicente Supermercados,Supermercados Cavicchiolli,NA,NA,Nao,Americana,RA Campinas,Remodelacao supermercado trazendo um novo layout,"4711-3 - Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados e supermercados","4711-3 - Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados e supermercados",Ampliacao/Modernizacao,... - 2019
2019,3,04/07/2019,TMW Energy,Royal Fic Distribuidora de Derivados de Petroleo,21,5.56,Sim,Campinas,RA Campinas,Instalacao usina  Fotovoltaica para producao de energia eletrica.,3511-5 - Geracao de energia eletrica,"4681-8 - Comercio atacadista de combustiveis solidos, liquidos e gasosos, exceto gas natural e GLP",Implantacao,2019 - 2019
2019,3,05/07/2019,Taco Bell,Taco Bell,1.2,0.32,Sim,Campinas,RA Campinas,Inauguracao lanchonete fast food franqueada especializada em comida mexicana no Shopping Iguatemi Campinas.,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2019 - 2019
2019,3,10/07/2019,Sicoob Credicitrus,Cooperativa de Credito Credicitrus,NA,NA,Nao,Campinas,RA Campinas,Inauguracao agencia  da cooperativa de credito no Shopping Iguatemi,6424-7 - Credito cooperativo,6424-7 - Credito cooperativo,Implantacao,2019 - 2019
2019,3,16/07/2019,CPFL Paulista,CPFL Energia,19.5,5.16,Sim,Campinas,RA Campinas,"Construcao subestacao de energia Sao Conrado, expansao, manutencao e modernizacao da rede de distribuicao de energia que abastece a regiao de Campinas",3512-3 - Transmissao de energia eletrica,6462-0 - Holdings de instituicoes nao-financeiras / 6462-0 - Holdings de instituicoes nao-financeiras,Ampliacao,2019 - 2019
2019,3,31/07/2019,Karen Righetto Ballet,Karen Righetto Ballet,NA,NA,Nao,Campinas,RA Campinas,Ampliacao academia de ballet,8592-9 - Ensino de arte e cultura,8592-9 - Ensino de arte e cultura,Ampliacao,2019 - 2019
2019,3,06/08/2019,Huawei,Huawei do Brasil Telecomunicacoes,NA,NA,Nao,Campinas,RA Campinas,Abertura quiosque de artigos eletronicos no Shopping D. Pedro,4752-1 - Comercio varejista especializado de equipamentos de telefonia e comunicacao,4752-1 - Comercio varejista especializado de equipamentos de telefonia e comunicacao,Implantacao,... - 2019
2019,3,13/09/2019,DHL Express,DHL Express,NA,NA,Nao,Campinas,RA Campinas,Abertura centro de servicos de transporte de encomendas,5320-2 - Atividades de malote e de entrega,5320-2 - Atividades de malote e de entrega,Implantacao,2018 - 2019
2019,3,24/09/2019,Zanchetta Alimentos,Zanchetta Industria de Alimentos,730,177.13,Sim,Conchal,RA Campinas,Construcao complexo voltado a producao de carne de frango,"1012-1 - Abate de suinos, aves e outros pequenos animais","1011-2 - Abate de reses, exceto suinos",Implantacao,... - 2019
2019,3,15/08/2019,Hospital Vera Cruz,Hospital Vera Cruz,NA,NA,Nao,Diversos municipios-RGCampinas,RA Campinas,Construcao Centro Integrado de Oncologia em Campinas,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Implantacao,2019 - 2019
2019,3,17/09/2019,Empresa Metropolitana de Transportes Urbanos - EMTU,Empresa Metropolitana de Transportes Urbanos de Sao Paulo,58,14.07,Sim,Diversos municipios-RGCampinas,RA Campinas,"Compra onibus , 50 unidades, de um total de 140 unidades, para reformulacao de frota intermunicipal de 14 municipios da Regiao Metropolitana de Campinas","4921-3 - Transporte rodoviario coletivo de passageiros, com itinerario fixo, municipal e em regiao metropolitana","4921-3 - Transporte rodoviario coletivo de passageiros, com itinerario fixo, municipal e em regiao metropolitana",Ampliacao,2019 - 2019
2019,3,28/09/2019,Ceaflor,Ceaflor,NA,NA,Nao,Holambra,RA Campinas,Inauguracao centro de comercializacao,"4623-1 - Comercio atacadista de animais vivos, alimentos para animais e materias-primas agricolas, exceto cafe e soja",4789-0 - Comercio varejista de outros produtos novos nao especificados anteriormente,Implantacao,2019 - 2019
2019,3,19/07/2019,Hospital de Caridade Sao Vicente de Paulo,Hospital de Caridade Sao Vicente de Paulo,NA,NA,Nao,Jundiai,RA Campinas,Reforma e adequacao ala ambulatorial de ortopedia,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Ampliacao/Modernizacao,2019 - 2019
2019,3,30/07/2019,Henkel,Henkel,40,10.58,Sim,Jundiai,RA Campinas,Ampliacao complexo industrial para producao de solucoes para pre-tratamento de superficies de metais e aquisicao de equipamentos,2091-6 - Fabricacao de adesivos e selantes,2091-6 - Fabricacao de adesivos e selantes,Ampliacao/Modernizacao,2018 - 2019
2019,3,10/08/2019,Cremolata,Gilvan Xavier Araujo,0.23,0.06,Sim,Jundiai,RA Campinas,"Abertura sorveteria no formato quiosque, especializado na granita italiana, no Maxi Shopping Jundiai",5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,4729-6 - Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente; produtos do fumo,Implantacao,2018 - 2019
2019,3,22/08/2019,DAE Jundiai,DAE Agua e Esgosto,3,0.75,Sim,Jundiai,RA Campinas,Instalacao equipamento hidrometros residenciais com mais de cinco anos,"3600-6 - Captacao, tratamento e distribuicao de agua","3600-6 - Captacao, tratamento e distribuicao de agua",Ampliacao,2019 - 2020
2019,3,11/09/2019,The Champions Sports Bar,Vitoria Heloisa Morais Meira,NA,NA,Nao,Jundiai,RA Campinas,Inauguracao bar com tematica esportiva no bairro Vila Virginia,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Implantacao,2019 - 2019
2019,3,11/09/2019,Fabrilis,S. D. A. Moveis Embutidos e Decoracoes,NA,NA,Nao,Jundiai,RA Campinas,"Abertura loja de moveis com 1,2 mil metros quadrados","4754-7 - Comercio varejista especializado de moveis, colchoaria e artigos de iluminacao",3101-2 - Fabricacao de moveis com predominancia de madeira,Implantacao,2019 - 2019
2019,3,22/09/2019,Sebo Estacao Cultural,Sebo Estacao Cultural,0.1,0.02,Sim,Jundiai,RA Campinas,Inauguracao livraria e sebo,"4761-0 - Comercio varejista de livros, jornais, revistas e papelaria","4761-0 - Comercio varejista de livros, jornais, revistas e papelaria",Implantacao,2019 - 2019
2019,3,27/07/2019,IMC,International Meal Company Alimentacao,40,10.58,Sim,Louveira,RA Campinas,Inauguracao cozinha industrial para apoio na expansao das lojas compactas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,5611-2 - Restaurantes e outros estabelecimentos de servicos de alimentacao e bebidas,Ampliacao,2019 - 2019
2019,3,08/08/2019,Coden,Companhia de Desenvolvimento de Nova Odessa,2,0.5,Sim,Nova Odessa,RA Campinas,Inauguracao usina de Compostagem de Lodo de Esgoto para producao de fertilizantes.,3701-1 - Gestao de redes de esgoto,"3600-6 - Captacao, tratamento e distribuicao de agua",Implantacao,2018 - 2018
2019,3,16/07/2019,Sicoob Cocre,Cooperativa de Credito Cocre,0.7,0.19,Sim,Paulinia,RA Campinas,Abertura agencia de Cooperativa  de credito em Paulinia,6424-7 - Credito cooperativo,6424-7 - Credito cooperativo,Implantacao,2019 - 2020
2019,3,16/07/2019,Sicoob Cocre,Cooperativa de Credito Cocre,0.35,0.09,Sim,Piracicaba,RA Campinas,"Abertura plataforma personalizada para atender os cooperados do agronegocio na agencia Matriz, o Espaco Agro",6424-7 - Credito cooperativo,6424-7 - Credito cooperativo,Implantacao,2019 - 2019
2019,3,16/07/2019,Sicoob Cocre,Sicoob Cocre Matriz Piracicaba,43,11.38,Sim,Piracicaba,RA Campinas,Abertura plataforma Espaco Negocio  de atendimento ao cooperado PJ em Piracicaba,6424-7 - Credito cooperativo,6424-7 - Credito cooperativo,Implantacao,2019 - 2019
2019,3,17/07/2019,Hakkuna,Hakkuna,0.21,0.06,Sim,Piracicaba,RA Campinas,Instalacao fazenda experimental de criacao de grilos anexa ao AgTech Garage,0159-8 - Criacao de animais nao especificados anteriormente,4637-1 - Comercio atacadista especializado em produtos alimenticios nao especificados anteriormente,Implantacao,2018 - 2019
2019,3,01/08/2019,Unimed Piracicaba,Unimed de Piracicaba Sociedade Cooperativa de Servicos Medicos,7,1.74,Sim,Piracicaba,RA Campinas,"Inovacao servico de tecnologia, com a utilizacao de aplicativos, startups e outros",6550-2 - Planos de saude,6550-2 - Planos de saude,Ampliacao/Modernizacao,2020 - ...
2019,3,01/08/2019,Unimed Piracicaba,Unimed de Piracicaba Sociedade Cooperativa de Servicos Medicos,60,14.93,Sim,Piracicaba,RA Campinas,"Construcao hospital geral, com 160 leitos",8610-1 - Atividades de atendimento hospitalar,6550-2 - Planos de saude,Implantacao,2020 - ...
2019,3,01/08/2019,Unimed Piracicaba,Unimed de Piracicaba Sociedade Cooperativa de Servicos Medicos,10,2.49,Sim,Piracicaba,RA Campinas,Construcao complexo administrativo anexo ao Hospital Unimed Piracicaba,6550-2 - Planos de saude,6550-2 - Planos de saude,Implantacao,2019 - 2020
2019,3,29/08/2019,CPFL Paulista,CPFL Energia,8.1,2.02,Sim,Piracicaba,RA Campinas,"Expansao, modernizacao e manutencao rede de distribuicao de energia que abastece a regiao de Piracicaba",3514-0 - Distribuicao de energia eletrica,6462-0 - Holdings de instituicoes nao-financeiras / 6462-0 - Holdings de instituicoes nao-financeiras,Ampliacao,2019 - 2019
2019,3,16/07/2019,Sicoob Cocre,Cooperativa de Credito Cocre,0.4,0.11,Sim,Piracicaba,RA Campinas,Abertura agencia da cooperativa de credito no Shopping Piracicaba,6424-7 - Credito cooperativo,6424-7 - Credito cooperativo,Implantacao,2019 - 2019
