cod_ibge;municipio;ano;populacao_total;porte_populacional;sequencia_porte
3552809;Taboão da Serra;2021;287.155;De 100.001 a 500.000;4
3552502;Suzano;2021;293.464;De 100.001 a 500.000;4
3526902;Limeira;2021;297.662;De 100.001 a 500.000;4
3554102;Taubaté;2021;309.483;De 100.001 a 500.000;4
3518701;Guarujá;2021;318.774;De 100.001 a 500.000;4
3541000;Praia Grande;2021;321.008;De 100.001 a 500.000;4
3516200;Franca;2021;343.801;De 100.001 a 500.000;4
3551009;São Vicente;2021;360.262;De 100.001 a 500.000;4
3506003;Bauru;2021;365.523;De 100.001 a 500.000;4
3523107;Itaquaquecetuba;2021;374.997;De 100.001 a 500.000;4
3538709;Piracicaba;2021;391.464;De 100.001 a 500.000;4
3510609;Carapicuíba;2021;396.447;De 100.001 a 500.000;4
3513801;Diadema;2021;405.596;De 100.001 a 500.000;4
3525904;Jundiaí;2021;409.439;De 100.001 a 500.000;4
3548500;Santos;2021;429.513;De 100.001 a 500.000;4
3530607;Mogi das Cruzes;2021;436.883;De 100.001 a 500.000;4
3549805;São José do Rio Preto;2021;450.361;De 100.001 a 500.000;4
3529401;Mauá;2021;463.338;De 100.001 a 500.000;4
3552205;Sorocaba;2021;663.739;Mais de 500.000;5
3534401;Osasco;2021;682.876;Mais de 500.000;5
3543402;Ribeirão Preto;2021;688.894;Mais de 500.000;5
3547809;Santo André;2021;694.681;Mais de 500.000;5
3549904;São José dos Campos;2021;716.688;Mais de 500.000;5
3548708;São Bernardo do Campo;2021;815.109;Mais de 500.000;5
3509502;Campinas;2021;1.181.555;Mais de 500.000;5
3518800;Guarulhos;2021;1.361.862;Mais de 500.000;5
3550308;São Paulo;2021;11.914.851;Mais de 500.000;5
