Ano;Trimestre;Data do Anúncio;Empresa alvo do investimento;Empresa(s) investidora(s);Real (em milhões);Dólar (em milhões);Valor Informado;Município;Região;Descrição do investimento;CNAE Empresa alvo do investimento;CNAE Empresa(s) investidora(s);Tipo Investimento;Período
"2020";"1";"06/01/2020";"Rayflex";"Rayflex Portas Flexíveis";"...";"...";"Não";"Mogi das Cruzes";"RM São Paulo";"Lançamento plataforma BIM, biblioteca virtual que disponibiliza os produtos da empresa para profissionais da construção";"2512-8 - Fabricação de esquadrias de metal";"2599-3 - Fabricação de produtos de metal não especificados anteriormente";"Implantação";"... - 2019"
"2020";"1";"11/02/2020";"Valtra";"Valtra Administradora de Consórcios";"...";"...";"Não";"Mogi das Cruzes";"RM São Paulo";"Modernização planta industrial para fabricação de colheitadeiras de cana";"2833-0 - Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação";"6493-0 - Administração de consórcios para aquisição de bens e direitos";"Ampliação/Modernização";"2020 - 2020"
"2020";"1";"09/03/2020";"Centro Universitário Braz Cubas";"Cruzeiro do Sul Educacional";"20,00";"4,10";"Sim";"Mogi das Cruzes";"RM São Paulo";"Modernização universidade com construção de novos espaços";"8532-5 - Educação superior - graduação e pós-graduação";"8532-5 - Educação superior - graduação e pós-graduação";"Ampliação";"2020 - 2023"
"2020";"1";"07/03/2020";"Serviço Social da Indústria - Sesi";"Serviço Social da Indústria - Sesi";"31,00";"6,35";"Sim";"Mogi das Cruzes";"RM São Paulo";"Construção escola de 1 ao 5 anoº  em Mogi das Cruzes na Vila Natal";"8513-9 - Ensino fundamental";"8599-6 - Atividades de ensino não especificadas anteriormente";"Implantação";"2018 - 2020"
"2020";"1";"20/01/2020";"Atacadão";"Carrefour Comércio e Indústria";"50,00";"12,05";"Sim";"Ribeirão Pires";"RM São Paulo";"Abertura supermercado atacado e varejo de mercadorias em geral";"4691-5 - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2019 - 2020"
"2020";"1";"18/01/2020";"Pantera Imóveis";"Pantera Imóveis";"0,37";"0,09";"Sim";"Santo André";"RM São Paulo";"Inauguração unidade de imobiliária";"6822-6 - Gestão e administração da propriedade imobiliária";"6822-6 - Gestão e administração da propriedade imobiliária";"Implantação";"2019 - 2020"
"2020";"1";"29/01/2020";"Disensa";"O Mais Barato Material de Construção";"0,13";"0,03";"Sim";"Santo André";"RM São Paulo";"Inauguração unidade  da rede de franquias de materiais de construção";"4744-0 - Comércio varejista de ferragens, madeira e materiais de construção";"4744-0 - Comércio varejista de ferragens, madeira e materiais de construção";"Implantação";"2019 - 2020"
"2020";"1";"21/01/2020";"Estapar";"Estapar Estacionamento";"...";"...";"Não";"São Bernardo do Campo";"RM São Paulo";"Implantação sistema(s) digital de estacionamento rotativo , o Vaga Inteligente";"5223-1 - Estacionamento de veículos";"5223-1 - Estacionamento de veículos";"Implantação";"2019 - 2020"
"2020";"1";"09/01/2020";"Bráz Elettrica";"Ciatc Participações";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração pizzaria com sabores diferenciados de pizzas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"6462-0 - Holdings de instituições não-financeiras";"Implantação";"2019 - 2020"
"2020";"1";"01/01/2020";"Cidade Jardim Shops";"JSHF";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção complexo comercial de alto padrão";"6462-0 - Holdings de instituições não-financeiras";"6462-0 - Holdings de instituições não-financeiras";"Ampliação";"2020 - 2020"
"2020";"1";"06/01/2020";"Parque Lajeado";"Urbia Gestão de Parques";"1,20";"0,29";"Sim";"São Paulo";"RM São Paulo";"Revitalização parque com reforma nos banheiros, construção de cantina e novos espaços para lazer";"9103-1 - Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental";"8130-3 - Atividades paisagísticas";"Ampliação/Modernização";"2020 - 2020"
"2020";"1";"06/01/2020";"Parque Brigadeiro Faria Lima";"Urbia Gestão de Parques";"2,30";"0,55";"Sim";"São Paulo";"RM São Paulo";"Revitalização parque com construção de nova arquibancada, lanchonete e vestiários";"9103-1 - Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental";"8130-3 - Atividades paisagísticas";"Ampliação/Modernização";"2020 - 2020"
"2020";"1";"06/01/2020";"Parque Ibirapuera";"Urbia Gestão de Parques";"...";"...";"Não";"São Paulo";"RM São Paulo";"Revitalização parque com construção de nova arquibancada, lanchonete e vestiários, além de trilha acessíivel e reforma na quadra poliesportiva feita pela Urbia Gestão de Parques SPE S.A";"9103-1 - Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental";"8130-3 - Atividades paisagísticas";"Ampliação/Modernização";"2020 - ..."
"2020";"1";"09/01/2020";"Hospital Sancta Maggiore Morumbi";"Prevent Senior Private Operadora de Saúde";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração hospital com oito centros cirúrgicos e 159 leitos";"8610-1 - Atividades de atendimento hospitalar";"6550-2 - Planos de saúde";"Implantação";"2020 - 2020"
"2020";"1";"09/01/2020";"Cidade Prevent Senior";"Prevent Senior Private Operadora de Saúde";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção hospital com 58.000 m² na zona leste do município";"8610-1 - Atividades de atendimento hospitalar";"6550-2 - Planos de saúde";"Implantação";"2020 - ..."
"2020";"1";"13/01/2020";"Hotel Selina Madalena";"Selina Brazil Hospitalidade";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração hotel de ambiente moderno e descolado";"5510-8 - Hotéis e similares";"5510-8 - Hotéis e similares";"Implantação";"2019 - 2020"
"2020";"1";"16/01/2020";"Grog Bar";"Grog Bar";"0,06";"0,01";"Sim";"São Paulo";"RM São Paulo";"Inauguração bar especializado em coquetéis, no Secret Market";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2019 - 2019"
"2020";"1";"17/01/2020";"Iza Padaria Artesanal";"Tiago Schervinski";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração padaria artesanal que oferece café da manhã, brunch e almoço rápido";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"4729-6 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"Implantação";"2019 - 2019"
"2020";"1";"21/01/2020";"Allianz Parque";"Wtorre";"...";"...";"Não";"São Paulo";"RM São Paulo";"Implementação gramado sintético pela empresa WTorre";"9311-5 - Gestão de instalações de esportes";"6462-0 - Holdings de instituições não-financeiras";"Implantação";"2019 - 2020"
"2020";"1";"22/01/2020";"Mega Polo Moda";"Polo Moda Empreendimentos Imobiliários";"10,00";"2,41";"Sim";"São Paulo";"RM São Paulo";"Lançamento projeto de aceleração de startups focado em marcas de vestuário no bairro do Brás";"4642-7 - Comércio atacadista de artigos do vestuário e acessórios";"6810-2 - Atividades imobiliárias de imóveis próprios";"Implantação";"2019 - 2020"
"2020";"1";"24/01/2020";"Arena Ice Brasil";"Confederação Brasileira de Desportos no Gelo";"2,50";"0,60";"Sim";"São Paulo";"RM São Paulo";"Inauguração espaço para esportes de inverno";"9311-5 - Gestão de instalações de esportes";"9319-1 - Atividades esportivas não especificadas anteriormente";"Implantação";"2019 - 2020"
"2020";"1";"24/01/2020";"Livraria da Tarde";"Livraria da Tarde";"0,30";"0,07";"Sim";"São Paulo";"RM São Paulo";"Abertura livraria de rua em Pinheiros";"4761-0 - Comércio varejista de livros, jornais, revistas e papelaria";"4761-0 - Comércio varejista de livros, jornais, revistas e papelaria";"Implantação";"2019 - 2019"
"2020";"1";"27/01/2020";"Hirota";"Supermercado Hirota";"10,00";"2,41";"Sim";"São Paulo";"RM São Paulo";"Expansão rede de supermercados, com instalação de armários refrigerados e abertura de 10 lojas Express e dois supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2020 - 2021"
"2020";"1";"27/01/2020";"Hirota";"Supermercado Hirota";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura loja em formato Express na estação Eucaliptos, da Linha 5-Lilás do Metrô";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2020 - 2020"
"2020";"1";"27/01/2020";"Hirota";"Supermercado Hirota";"...";"...";"Não";"São Paulo";"RM São Paulo";"Abertura loja em formato Express no edifício Robocop Marginal Pinheiros";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados";"Implantação";"2020 - 2020"
"2020";"1";"05/02/2020";"Hillarius Comedy Bar";"Gonzales & Veloso Restaurantes";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração bar com shows de stand up";"9003-5 - Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2019 - 2019"
"2020";"1";"03/02/2020";"Eu Vô";"Eu Vô Tecnologia em Mobilidade";"0,50";"0,12";"Sim";"São Paulo";"RM São Paulo";"Ampliação aplicativo de transporte de passageiros acima de 60 anos para atender a capital paulista";"5229-0 - Atividades auxiliares dos transportes terrestres não especificadas anteriormente";"7490-1 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Ampliação";"2020 - 2021"
"2020";"1";"06/02/2020";"Hanami Confeitaria";"Hanami Confeitaria";"0,11";"0,03";"Sim";"São Paulo";"RM São Paulo";"Inauguração doceria especializada em doces japoneses";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"4721-1 - Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes";"Implantação";"2019 - 2019"
"2020";"1";"07/02/2020";"Benza";"Fabio de Magalhães Fortuna Restaurante";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração restaurante com cardápio inspirado em comidas de boteco";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2018 - 2019"
"2020";"1";"12/02/2020";"Uber";"Uber do Brasil Tecnologia";"...";"...";"Não";"São Paulo";"RM São Paulo";"Expansão serviço de aluguel de patinetes elétricos Jump para o município";"7719-5 - Locação de meios de transporte, exceto automóveis, sem condutor";"7490-1 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Ampliação";"2019 - 2020"
"2020";"1";"12/02/2020";"Casa Bradesco da Criatividade";"BM Empreendimentos e Participações / Banco Bradesco";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção Centro Cultural no complexo de luxo Cidade Matarazzo";"9003-5 - Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas";"4110-7 - Incorporação de empreendimentos imobiliários / 6422-1 - Bancos múltiplos, com carteira comercial";"Implantação";"2020 - 2021"
"2020";"1";"14/02/2020";"Lano Alto";"Lano Alto Venda e Café";"0,05";"0,01";"Sim";"São Paulo";"RM São Paulo";"Ampliação loja de produtos da fazenda com restaurante";"4724-5 - Comércio varejista de hortifrutigranjeiros";"4712-1 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"Ampliação";"2019 - 2020"
"2020";"1";"17/02/2020";"Serviço Social do Comércio - Sesc";"Serviço Social do Comércio - Sesc";"...";"...";"Não";"São Paulo";"RM São Paulo";"Ampliação unidade de centro cultural, educacional e desportivo do Ipiranga";"8599-6 - Atividades de ensino não especificadas anteriormente";"8800-6 - Serviços de assistência social sem alojamento";"Ampliação";"2020 - ..."
"2020";"1";"17/02/2020";"Serviço Social do Comércio - Sesc";"Serviço Social do Comércio - Sesc";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção unidade de centro cultural, educacional e desportivo";"8599-6 - Atividades de ensino não especificadas anteriormente";"8800-6 - Serviços de assistência social sem alojamento";"Implantação";"2020 - ..."
"2020";"1";"17/02/2020";"Serviço Social do Comércio - Sesc";"Serviço Social do Comércio - Sesc";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção unidade de centro cultural, educacional e desportivo";"8599-6 - Atividades de ensino não especificadas anteriormente";"8800-6 - Serviços de assistência social sem alojamento";"Implantação";"2020 - ..."
"2020";"1";"19/02/2020";"JHSF";"JHSF Malls";"...";"...";"Não";"São Paulo";"RM São Paulo";"Construção Shopping Center que operará no estilo de grandes lojas de departamento";"6822-6 - Gestão e administração da propriedade imobiliária";"6810-2 - Atividades imobiliárias de imóveis próprios";"Implantação";"2020 - 2022"
"2020";"1";"06/01/2020";"Parque dos Eucaliptos";"Urbia Gestão de Parques";"...";"...";"Não";"São Paulo";"RM São Paulo";"Manutenção parque localizado na zona Sul de São Paulo pela Empresa Urbia Gestão de Parques SPE S.A";"9103-1 - Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental";"8130-3 - Atividades paisagísticas";"Ampliação/Modernização";"2020 - ..."
"2020";"1";"26/02/2020";"Liv Up";"Liv Up Comércio de Alimentos";"...";"...";"Não";"São Paulo";"RM São Paulo";"Lançamento serviço rápido de entrega de saladas, contando com quatro cozinhas espalhadas pela capital";"5620-1 - Serviços de catering, bufê e outros serviços de comida preparada";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2019 - 2020"
"2020";"1";"26/02/2020";"Liv Up";"Liv Up Comércio de Alimentos";"...";"...";"Não";"São Paulo";"RM São Paulo";"Ampliação serviço para alimentação de bebês e Crianças";"5620-1 - Serviços de catering, bufê e outros serviços de comida preparada";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Ampliação";"2019 - 2020"
"2020";"1";"04/03/2020";"Visa";"Visa do Brasil";"...";"...";"Não";"São Paulo";"RM São Paulo";"Ampliação sistema(s) de pagamento de transporte público com o celular";"6613-4 - Administração de cartões de crédito";"6613-4 - Administração de cartões de crédito";"Implantação";"2019 - 2020"
"2020";"1";"05/03/2020";"Beef Passion";"Beef Passion Industrialização e Comercialização de Alimentos";"0,05";"0,01";"Sim";"São Paulo";"RM São Paulo";"Inauguração açougue de carnes de bovinos criados em sistema sustentável";"4722-9 - Comércio varejista de carnes e pescados - açougues e peixarias";"4634-6 - Comércio atacadista de carnes, produtos da carne e pescado";"Ampliação";"2020 - 2020"
"2020";"1";"06/03/2020";"Domino's Pizza";"Bramex Comércio e Serviços";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração pizzaria da rede, sua tricentésima unidade";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"2020 - 2020"
"2020";"1";"07/03/2020";"Rosewood Hotel São Paulo";"Groupe Allard / Rosewood  Hotels and Resorts";"...";"...";"Não";"São Paulo";"RM São Paulo";"Inauguração hotel de luxo no complexo Cidade Matarazzo";"5510-8 - Hotéis e similares";"5510-8 - Hotéis e similares / 6462-0 - Holdings de instituições não-financeiras";"Implantação";"... - 2021"
"2020";"1";"25/03/2020";"Hospital M'Boi Mirim";"AmBev";"5,00";"1,02";"Sim";"São Paulo";"RM São Paulo";"Construção centro de tratamento de pacientes com o novo coronavírus, anexo ao Hospital M´Boi Mirim";"8610-1 - Atividades de atendimento hospitalar";"1113-5 - Fabricação de malte, cervejas e chopes";"Ampliação";"2020 - 2020"
"2019";"4";"14/10/2019";"Popeyes";"BK Brasil Operação e Assessoria a Restaurantes";"...";"...";"Não";"Diversos municípios";"Inter-regionais";"Abertura restaurante  fast-food, ao menos 35 unidades";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"Implantação";"... - 2019"
"2019";"4";"22/10/2019";"EDP Energias";"Audi do Brasil Indústria e Comércio de Veículos / ABB / EDP Energias do Brasil / EJS Electric Mobility Soluções de Mobilidade e Sistemas de Potência / Porsche Brasil Importadora de Veículos / Siemens / Volkswagen do Brasil Indústria de Veículos Automotore";"32,90";"8,05";"Sim";"Diversos municípios";"Inter-regionais";"Instalação 30 postos de recarga de veículos elétricos";"4731-8 - Comércio varejista de combustíveis para veículos automotores";"4511-1 - Comércio a varejo e por atacado de veículos automotores";"Implantação";"2019 - 2022"
